time_s,fz_lp_N,state
5.004239,0.0004589217309425155,meas
5.007978,0.001334235094530447,meas
5.013126,0.002780754106263032,meas
5.018142,0.00478522439625195,meas
5.022957,0.007451956955479338,meas
5.028283,0.010866011176832065,meas
5.033048,0.014943542833205491,meas
5.038132,0.01925665676017576,meas
5.0430909999999995,0.022982036082760577,meas
5.047984,0.025075224701666725,meas
5.05301,0.02442994940384188,meas
5.058009,0.01993171444493193,meas
5.063146,0.010626849884931117,meas
5.0679359999999996,-0.0040956561441858885,meas
5.073062,-0.024570858776859453,meas
5.078755999999999,-0.05096883862979594,meas
5.083715,-0.08316663870523593,meas
5.088196,-0.12049938618980797,meas
5.093545,-0.1615249374756033,meas
5.098516,-0.2036623580738309,meas
5.10338,-0.24274251651827183,meas
5.1079609999999995,-0.2731770786734957,meas
5.113341,-0.28945875887701394,meas
5.11796,-0.2882754291415846,meas
5.122934,-0.2696785816896214,meas
5.128331,-0.23682497325867904,meas
5.133604,-0.19486673395865833,meas
5.138027999999999,-0.1495634202468738,meas
5.143253,-0.10596678463343198,meas
5.148027,-0.06755082151914812,meas
5.152932,-0.03606406308868145,meas
5.157945,-0.011912999766632062,meas
5.162967,0.00540121246912993,meas
5.168053,0.016962281635722134,meas
5.172982999999999,0.024102430868043565,meas
5.1784539999999994,0.028018998218190812,meas
5.183025,0.029527167644532566,meas
5.187962,0.02911698818257025,meas
5.1929549999999995,0.027152377100976156,meas
5.197935,0.02396759330896242,meas
5.202944,0.019891573468200058,meas
5.207941,0.015322224909113889,meas
5.212956999999999,0.010771653130275918,meas
5.2182249999999994,0.006714852779265385,meas
5.223038,0.0033881666956872684,meas
5.227936,0.0008037382951614129,meas
5.232962,-0.0011072522288679619,meas
5.238265,-0.002396073991210858,meas
5.242992999999999,-0.0030393179044969046,meas
5.247983,-0.0029605997610765693,meas
5.252948,-0.002137498773917076,meas
5.258099,-0.0006809449218621404,meas
5.262985,0.0011445119944933479,meas
5.267939,0.002932513579231972,meas
5.272932,0.004190800745962501,meas
5.278804,0.004432462301961578,meas
5.283809,0.0032505026508258105,meas
5.288478,0.0003645487585345583,meas
5.293003,-0.004306219856216042,meas
5.297965,-0.010579140106788247,meas
5.302938,-0.018031126432534017,meas
5.308860999999999,-0.026006844404209924,meas
5.31297,-0.033581673149981145,meas
5.317966,-0.03969028430652753,meas
5.322963,-0.04344203776380035,meas
5.327954999999999,-0.04438744235109146,meas
5.333203999999999,-0.04258946186012343,meas
5.337975999999999,-0.03851010251391187,meas
5.3429969999999996,-0.032803260375500416,meas
5.348001,-0.02615777771525157,meas
5.353346,-0.019238296728868193,meas
5.357964,-0.012619967555049837,meas
5.362984,-0.00672635838071149,meas
5.3679809999999994,-0.0018655610123709202,meas
5.372942,0.0017121497993903103,meas
5.377975999999999,0.003835808047319634,meas
5.383037,0.004479133174850272,meas
5.387944999999999,0.0038146725044338695,meas
5.393033,0.0022347259440185104,meas
5.398105,0.0003058208956059964,meas
5.402932,-0.0013689504852536182,meas
5.408935,-0.0023188050051211034,meas
5.4129499999999995,-0.0023101040766987037,meas
5.417936,-0.0013976328800991398,meas
5.422935,8.186612678401656e-05,meas
5.427989,0.0016434890935201297,meas
5.433053,0.00284894104365045,meas
5.437946999999999,0.003446877942293149,meas
5.443924,0.00342484643133155,meas
5.449063,0.002984503399582646,meas
5.45297,0.002471758536387894,meas
5.458012,0.0022476074984761536,meas
5.462968,0.0025439198594389622,meas
5.468497,0.003401739101346494,meas
5.472961,0.004690075217403332,meas
5.4782139999999995,0.006154453496339563,meas
5.482987,0.007446061833375608,meas
5.487957,0.008196693742706316,meas
5.492939,0.008208541281144564,meas
5.501817,0.007551246611902903,meas
5.504683,0.006420162103330063,meas
5.508692,0.00495675015338203,meas
5.513936999999999,0.0032278418670166676,meas
5.518142,0.0013279047179601327,meas
5.523553,-0.0005569730879271666,meas
5.527943,-0.0022062752396050924,meas
5.532941,-0.0034414103072934973,meas
5.537955,-0.004135154864064006,meas
5.5434339999999995,-0.0042061631434710195,meas
5.547994999999999,-0.0036281031045225743,meas
5.552975,-0.002451050851583881,meas
5.558301,-0.0008290217615666851,meas
5.5629669999999996,0.0009940933883333081,meas
5.567934999999999,0.0027385245224604724,meas
5.572945,0.004162753990082711,meas
5.578002,0.0051570827458583875,meas
5.582949,0.005770685279929872,meas
5.587935,0.006113471646318017,meas
5.592931,0.006255190457905179,meas
5.597938999999999,0.006249889143103733,meas
5.604251,0.006209563339276399,meas
5.607968,0.006287950812892974,meas
5.613128,0.006595401707259066,meas
5.61797,0.007147307066698396,meas
5.62297,0.007870350965069212,meas
5.627962999999999,0.008641285359738541,meas
5.633127,0.009349351362235086,meas
5.638087,0.009945599242519039,meas
5.6430929999999995,0.010423463682968304,meas
5.647940999999999,0.010750019741010966,meas
5.652963,0.010833093417128825,meas
5.657966999999999,0.010590649292787533,meas
5.662985,0.010072802966776337,meas
5.667934,0.009476562334330502,meas
5.67296,0.008996211777182784,meas
5.67797,0.00864624336427065,meas
5.682938,0.008200183132933048,meas
5.687946999999999,0.007301982566331455,meas
5.692975,0.00570460053837712,meas
5.697979999999999,0.0034152598224917218,meas
5.702976,0.0006172773063620628,meas
5.707961,-0.002439711217184257,meas
5.712937999999999,-0.005425454019778785,meas
5.717988,-0.007937704236172159,meas
5.722970999999999,-0.00967516459375186,meas
5.729092,-0.01059270625466163,meas
5.733191,-0.010818214569462914,meas
5.7381079999999995,-0.010463785785041875,meas
5.742996,-0.009575808187737216,meas
5.747954,-0.008201076810263282,meas
5.753763999999999,-0.006423733167965748,meas
5.758387,-0.004381792448345883,meas
5.763304,-0.002300002142993789,meas
5.7682269999999995,-0.0004589966529598402,meas
5.773273,0.0009233304972802385,meas
5.7786029999999995,0.0017748859251253636,meas
5.783735,0.0021495730190667917,meas
5.788078,0.0021902122921733853,meas
5.792936999999999,0.002108363127950536,meas
5.798285,0.002129483792533556,meas
5.803319,0.0024204160022324355,meas
5.808253,0.003041244348379983,meas
5.8133,0.003938932448669911,meas
5.818274,0.005001000326842218,meas
5.8233239999999995,0.006100440344315483,meas
5.828321,0.007054292111416631,meas
5.8337069999999995,0.00762293465203127,meas
5.8381989999999995,0.00765553617210674,meas
5.843055,0.0072138127754346505,meas
5.848165,0.006561972881020834,meas
5.853121,0.006103901139948891,meas
5.858200999999999,0.006296636723783689,meas
5.863147,0.007589892249743251,meas
5.868236,0.010434416104954235,meas
5.872999,0.01520708859359474,meas
5.877955999999999,0.022029763811513933,meas
5.882947,0.030733269010180458,meas
5.888348,0.040956100069447166,meas
5.892990999999999,0.052099614049536336,meas
5.898243,0.06322519882394992,meas
5.902991,0.07304750002528484,meas
5.907957,0.07994212721171819,meas
5.912948,0.08235429664159272,meas
5.918263,0.07975766894534153,meas
5.923649,0.0732260988950124,meas
5.928592,0.06501795639436517,meas
5.933399,0.05759441067687338,meas
5.9384179999999995,0.05278539159904448,meas
5.943307,0.05150336647202895,meas
5.948405999999999,0.05379334660936674,meas
5.953888999999999,0.05898053274428146,meas
5.958029,0.06591754487386249,meas
5.963311,0.07329596205382169,meas
5.9685109999999995,0.0800384125165149,meas
5.973857,0.08565995404859349,meas
5.97797,0.09034718599813844,meas
5.983313,0.09473445237861348,meas
5.987932,0.09954905027096865,meas
5.99294,0.10529351769056008,meas
5.997958,0.11207230724973567,meas
6.0037259999999995,0.11945506897577331,meas
6.007959,0.12633536804297138,meas
6.012987,0.1311917080598997,meas
6.017962,0.1327763607659636,meas
6.022964,0.13050293874782934,meas
6.027940999999999,0.12432040465937534,meas
6.033022,0.11465140360584905,meas
6.038017,0.10245852830781661,meas
6.042981,0.08895989540127015,meas
6.047985,0.07514589858834332,meas
6.052956,0.061605322770572464,meas
6.05797,0.04865174314993555,meas
6.062965,0.03651448642844808,meas
6.067997999999999,0.02548958532687063,meas
6.072992,0.01597545916530528,meas
6.077973999999999,0.008399585426756088,meas
6.083106,0.003085897203840526,meas
6.087999,0.0001252046729213752,meas
6.092995,-0.0006378065345247244,meas
6.097992,0.00048245618400333593,meas
6.102984999999999,0.003071966542489753,meas
6.107959999999999,0.0065670932706552365,meas
6.112937,0.01023455650184177,meas
6.118196999999999,0.013419401958360172,meas
6.122989,0.015841080141111782,meas
6.12796,0.017584836246269383,meas
6.133299,0.01891370736962536,meas
6.137973,0.020124109319335247,meas
6.142988,0.021490186321734234,meas
6.148035999999999,0.023344455087926718,meas
6.1530249999999995,0.02617542791717164,meas
6.158199,0.03051548967871111,meas
6.163288,0.03673711922430789,meas
6.168235,0.04488498349713019,meas
6.1729449999999995,0.054427988965446795,meas
6.178065999999999,0.06411103045470365,meas
6.1832069999999995,0.07222959244502478,meas
6.188244,0.07720971859204953,meas
6.193022,0.07815595176736896,meas
6.198119,0.07516054920755262,meas
6.203126999999999,0.06921816873312185,meas
6.208117,0.06181773296928278,meas
6.213196,0.05451746506045276,meas
6.217994,0.04863782261571439,meas
6.223269999999999,0.045020546163000316,meas
6.228009,0.0438637426630211,meas
6.233053,0.04476978680462185,meas
6.238078,0.04702264544632637,meas
6.243103,0.04989630787597119,meas
6.247985,0.05286497352334333,meas
6.2531,0.055680423178328366,meas
6.257962,0.058230425886767405,meas
6.262963999999999,0.060244173480785305,meas
6.26797,0.06119267908787736,meas
6.2744979999999995,0.06058513993693156,meas
6.278468999999999,0.058354293655015876,meas
6.283125999999999,0.054922507213451544,meas
6.287948,0.050964639059902374,meas
6.292985,0.04709693492659147,meas
6.297998,0.04366254439216229,meas
6.302944,0.040705864843086276,meas
6.307995,0.03805391051479852,meas
6.312932,0.03546931895612767,meas
6.318097,0.03288852160355453,meas
6.323684999999999,0.03053279038589829,meas
6.3279749999999995,0.028754109467822146,meas
6.333114,0.02780906357107079,meas
6.337962999999999,0.02775298275537673,meas
6.3429459999999995,0.028449158374197647,meas
6.348288999999999,0.029648577071327203,meas
6.352945999999999,0.031075219184252253,meas
6.358111999999999,0.03245934689123132,meas
6.363104,0.033518248417298474,meas
6.368263,0.03392177771969093,meas
6.373301,0.033333604851920086,meas
6.378302,0.031534425792488836,meas
6.3831169999999995,0.02855140768190113,meas
6.388294,0.024694962955651267,meas
6.39338,0.0204301895241802,meas
6.398268,0.0162217754374954,meas
6.403347999999999,0.012458352226520933,meas
6.407935999999999,0.009338991805820008,meas
6.413069999999999,0.0067467671045581155,meas
6.418106,0.004337184732663645,meas
6.423347,0.0018516382014985054,meas
6.428044,-0.0006812825769671669,meas
6.433066999999999,-0.003071654380498002,meas
6.43835,-0.00518232022027964,meas
6.442985999999999,-0.006955794452208474,meas
6.448124,-0.008343118183165367,meas
6.452932,-0.009320821897861332,meas
6.457984,-0.009974426441777096,meas
