Time,P1_x,P1_y,P2_x,P2_y,P3_x,P3_y,angle1to2,angle2to3,jointAngle
0.03336666666666667,527.9997,479.99988,705.9422,475.02405,978.9998,733.9997,-1.601752,43.483837,-45.08559
0.050050000000000004,527.99347,480.0153,706.02905,474.9984,979.1328,733.92065,-1.6141143,43.4731,-45.08721
0.06673333333333334,527.9763,480.00992,706.01965,475.01166,979.13666,733.9349,-1.608058,43.47182,-45.07988
0.08341666666666667,527.9536,480.02945,706.012,475.02094,979.0629,733.9381,-1.6112189,43.47808,-45.0893
0.10010000000000001,527.9552,480.05438,705.9925,475.07773,979.0228,733.9797,-1.6011647,43.47855,-45.079716
0.11678333333333334,527.89453,479.98975,706.00134,475.07,978.99725,734.0042,-1.5822449,43.48572,-45.067966
0.13346666666666668,527.93945,479.97968,705.997,475.07318,979.0023,734.0032,-1.5784237,43.484272,-45.062695
0.15015,527.94653,479.99792,705.9873,475.0857,979.05115,733.9358,-1.5804174,43.46931,-45.04973
0.16683333333333333,527.9354,480.03796,705.9913,475.07083,979.0587,733.93726,-1.5979364,43.470737,-45.068672
0.18351666666666666,527.82733,480.01398,705.98724,475.06302,979.04376,733.97003,-1.5918059,43.476368,-45.068172
0.20020000000000002,527.81506,480.0062,705.942,475.06735,978.96716,733.9719,-1.5882063,43.479385,-45.067593
0.21688333333333334,527.7248,480.02264,705.8915,475.05988,978.91455,733.96436,-1.5955405,43.47959,-45.07513
0.23356666666666667,527.7747,479.94327,705.881,475.08203,978.92334,733.992,-1.5634441,43.47818,-45.041626
0.25025000000000003,527.7838,479.9562,705.8567,475.08276,978.8959,733.9226,-1.5676619,43.47076,-45.03842
0.26693333333333336,527.79443,479.9589,705.8566,475.07962,978.9453,733.93036,-1.56963,43.466778,-45.036407
0.2836166666666667,527.7563,479.96082,705.879,475.09885,978.95856,733.9369,-1.563535,43.466335,-45.02987
0.3003,527.7444,479.96475,705.8778,475.0996,978.81354,733.9187,-1.5644614,43.47931,-45.04377
0.31698333333333334,527.7485,479.96585,705.878,475.09973,978.8085,734.0154,-1.5648094,43.490532,-45.05534
0.33366666666666667,527.74524,479.97937,705.8415,475.08606,978.8038,734.0236,-1.5738429,43.48962,-45.06346
0.35035,527.7174,479.97607,705.8364,475.07623,978.8833,734.0032,-1.5757409,43.47958,-45.05532
0.3670333333333333,527.70337,479.95654,705.8372,475.08017,978.86304,733.9714,-1.5680672,43.477837,-45.045902
0.38371666666666665,527.7003,479.9559,705.7994,475.08768,978.8394,734.05664,-1.5657538,43.48494,-45.050694
0.40040000000000003,527.6615,479.99405,705.7932,475.09158,978.7924,734.06134,-1.5764723,43.489304,-45.065777
