t_us,state,A_deg,f_hz,status,Fx,Fy,Fz,Mx,My,Mz,target_angle
12069,gap,30,0.5,64,-1.04,-0.66,1.605,,,,0
13265,gap,30,0.5,64,-1.05,-0.65,1.595,,,,0
14136,gap,30,0.5,64,-1.045,-0.655,1.585,,,,0
15201,gap,30,0.5,64,-1.035,-0.66,1.59,,,,0
20005,gap,30,0.5,64,-1.05,-0.66,1.605,,,,0
25017,gap,30,0.5,64,-1.05,-0.65,1.6,,,,0
30031,gap,30,0.5,64,-1.055,-0.655,1.61,,,,0
35959,gap,30,0.5,64,-1.04,-0.655,1.605,,,,0
40041,gap,30,0.5,64,-1.045,-0.66,1.6,,,,0
45303,gap,30,0.5,64,-1.055,-0.67,1.595,,,,0
50189,gap,30,0.5,64,-1.02,-0.655,1.61,,,,0
56520,gap,30,0.5,64,-1.05,-0.67,1.61,,,,0
60721,gap,30,0.5,64,-1.045,-0.675,1.605,,,,0
65871,gap,30,0.5,64,-1.045,-0.675,1.6,,,,0
71272,gap,30,0.5,64,-1.06,-0.665,1.6,,,,0
75222,gap,30,0.5,64,-1.04,-0.66,1.62,,,,0
80396,gap,30,0.5,64,-1.04,-0.655,1.605,,,,0
85592,gap,30,0.5,64,-1.025,-0.65,1.595,,,,0
90079,gap,30,0.5,64,-1.04,-0.65,1.61,,,,0
95122,gap,30,0.5,64,-1.04,-0.655,1.615,,,,0
100014,gap,30,0.5,64,-1.055,-0.655,1.625,,,,0
105780,gap,30,0.5,64,-1.05,-0.665,1.6,,,,0
110809,gap,30,0.5,64,-1.05,-0.65,1.595,,,,0
115036,gap,30,0.5,64,-1.055,-0.63,1.595,,,,0
120040,gap,30,0.5,64,-1.04,-0.65,1.605,,,,0
125029,gap,30,0.5,64,-1.065,-0.655,1.6,,,,0
130000,gap,30,0.5,64,-1.03,-0.645,1.6,,,,0
135072,gap,30,0.5,64,-1.055,-0.655,1.615,,,,0
140094,gap,30,0.5,64,-1.04,-0.66,1.605,,,,0
145101,gap,30,0.5,64,-1.045,-0.665,1.615,,,,0
150006,gap,30,0.5,64,-1.045,-0.64,1.6,,,,0
155264,gap,30,0.5,64,-1.045,-0.62,1.59,,,,0
160072,gap,30,0.5,64,-1.055,-0.67,1.595,,,,0
165077,gap,30,0.5,64,-1.055,-0.655,1.595,,,,0
170032,gap,30,0.5,64,-1.035,-0.665,1.595,,,,0
175019,gap,30,0.5,64,-1.04,-0.655,1.6,,,,0
180795,gap,30,0.5,64,-1.045,-0.64,1.605,,,,0
185350,gap,30,0.5,64,-1.04,-0.66,1.585,,,,0
190037,gap,30,0.5,64,-1.055,-0.64,1.59,,,,0
195061,gap,30,0.5,64,-1.05,-0.65,1.605,,,,0
200035,gap,30,0.5,64,-1.03,-0.645,1.615,,,,0
205019,gap,30,0.5,64,-1.045,-0.65,1.605,,,,0
210017,gap,30,0.5,64,-1.03,-0.66,1.61,,,,0
215041,gap,30,0.5,64,-1.05,-0.665,1.59,,,,0
220001,gap,30,0.5,64,-1.045,-0.65,1.61,,,,0
225066,gap,30,0.5,64,-1.04,-0.635,1.615,,,,0
230986,gap,30,0.5,64,-1.05,-0.66,1.6,,,,0
235016,gap,30,0.5,64,-1.045,-0.665,1.6,,,,0
240036,gap,30,0.5,64,-1.045,-0.67,1.6,,,,0
245070,gap,30,0.5,64,-1.05,-0.655,1.605,,,,0
250068,gap,30,0.5,64,-1.045,-0.665,1.595,,,,0
255048,gap,30,0.5,64,-1.05,-0.645,1.595,,,,0
260012,gap,30,0.5,64,-1.06,-0.65,1.59,,,,0
265116,gap,30,0.5,64,-1.055,-0.655,1.6,,,,0
270144,gap,30,0.5,64,-1.05,-0.655,1.59,,,,0
275353,gap,30,0.5,64,-1.045,-0.655,1.605,,,,0
280907,gap,30,0.5,64,-1.065,-0.66,1.6,,,,0
285228,gap,30,0.5,64,-1.035,-0.65,1.6,,,,0
290882,gap,30,0.5,64,-1.055,-0.655,1.605,,,,0
296300,gap,30,0.5,64,-1.045,-0.64,1.59,,,,0
300385,gap,30,0.5,64,-1.06,-0.655,1.59,,,,0
305951,gap,30,0.5,64,-1.045,-0.655,1.61,,,,0
310894,gap,30,0.5,64,-1.055,-0.64,1.61,,,,0
315951,gap,30,0.5,64,-1.06,-0.65,1.605,,,,0
320367,gap,30,0.5,64,-1.045,-0.655,1.61,,,,0
325723,gap,30,0.5,64,-1.05,-0.635,1.6,,,,0
330493,gap,30,0.5,64,-1.04,-0.65,1.605,,,,0
335064,gap,30,0.5,64,-1.065,-0.64,1.605,,,,0
340425,gap,30,0.5,64,-1.05,-0.645,1.6,,,,0
345064,gap,30,0.5,64,-1.055,-0.655,1.595,,,,0
351002,gap,30,0.5,64,-1.05,-0.63,1.6,,,,0
355775,gap,30,0.5,64,-1.045,-0.64,1.605,,,,0
360606,gap,30,0.5,64,-1.05,-0.65,1.615,,,,0
365679,gap,30,0.5,64,-1.05,-0.665,1.6,,,,0
370255,gap,30,0.5,64,-1.045,-0.63,1.6,,,,0
375736,gap,30,0.5,64,-1.04,-0.65,1.605,,,,0
380182,gap,30,0.5,64,-1.025,-0.67,1.595,,,,0
385151,gap,30,0.5,64,-1.045,-0.64,1.615,,,,0
390039,gap,30,0.5,64,-1.045,-0.635,1.605,,,,0
395163,gap,30,0.5,64,-1.03,-0.66,1.6,,,,0
400405,gap,30,0.5,64,-1.035,-0.645,1.6,,,,0
405155,gap,30,0.5,64,-1.05,-0.65,1.605,,,,0
410266,gap,30,0.5,64,-1.045,-0.65,1.6,,,,0
415150,gap,30,0.5,64,-1.045,-0.64,1.605,,,,0
420020,gap,30,0.5,64,-1.05,-0.645,1.605,,,,0
425279,gap,30,0.5,64,-1.065,-0.645,1.605,,,,0
430150,gap,30,0.5,64,-1.05,-0.655,1.59,,,,0
435592,gap,30,0.5,64,-1.055,-0.655,1.605,,,,0
440431,gap,30,0.5,64,-1.05,-0.65,1.59,,,,0
445031,gap,30,0.5,64,-1.035,-0.66,1.595,,,,0
450034,gap,30,0.5,64,-1.05,-0.65,1.6,,,,0
455012,gap,30,0.5,64,-1.055,-0.655,1.61,,,,0
463893,gap,30,0.5,64,-1.06,-0.66,1.595,,,,0
466899,gap,30,0.5,64,-1.035,-0.66,1.6,,,,0
470927,gap,30,0.5,64,-1.06,-0.665,1.615,,,,0
475085,gap,30,0.5,64,-1.055,-0.66,1.605,,,,0
480462,gap,30,0.5,64,-1.045,-0.65,1.61,,,,0
485017,gap,30,0.5,64,-1.055,-0.645,1.615,,,,0
490035,gap,30,0.5,64,-1.065,-0.655,1.61,,,,0
495072,gap,30,0.5,64,-1.045,-0.645,1.615,,,,0
500060,gap,30,0.5,64,-1.045,-0.655,1.605,,,,30
505022,gap,30,0.5,64,-1.055,-0.655,1.6,,,,30
510042,gap,30,0.5,64,-1.035,-0.645,1.6,,,,30
515041,gap,30,0.5,64,-1.05,-0.67,1.605,,,,30
520047,gap,30,0.5,64,-1.065,-0.645,1.605,,,,30
525060,gap,30,0.5,64,-1.065,-0.67,1.58,,,,30
530021,gap,30,0.5,64,-1.06,-0.64,1.59,,,,30
535046,gap,30,0.5,64,-1.06,-0.7,1.55,,,,30
540023,gap,30,0.5,64,-1.02,-0.665,1.515,,,,30
545091,gap,30,0.5,64,-1.05,-0.6,1.555,,,,30
550025,gap,30,0.5,64,-0.99,-0.825,1.25,,,,30
555015,gap,30,0.5,64,-1.08,-0.615,1.47,,,,30
560024,gap,30,0.5,64,-1.065,-0.605,1.67,,,,30
565016,gap,30,0.5,64,-1.045,-0.65,1.555,,,,30
570009,gap,30,0.5,64,-1.035,-0.655,1.62,,,,30
575033,gap,30,0.5,64,-1.045,-0.675,1.61,,,,30
580285,gap,30,0.5,64,-1.08,-0.68,1.585,,,,30
585017,gap,30,0.5,64,-1.035,-0.665,1.58,,,,30
590015,gap,30,0.5,64,-1.025,-0.645,1.62,,,,30
595021,gap,30,0.5,64,-1.045,-0.705,1.515,,,,30
600057,gap,30,0.5,64,-0.97,-0.69,1.64,,,,30
605153,gap,30,0.5,64,-1,-0.645,1.54,,,,30
610015,gap,30,0.5,64,-1.05,-0.705,1.535,,,,30
616356,gap,30,0.5,64,-1.035,-0.68,1.48,,,,30
620413,gap,30,0.5,64,-1.06,-0.64,1.555,,,,30
625356,gap,30,0.5,64,-1.02,-0.7,1.535,,,,30
630007,gap,30,0.5,64,-1.04,-0.595,1.605,,,,30
635041,gap,30,0.5,64,-0.925,-0.67,1.65,,,,30
642378,gap,30,0.5,64,-1.02,-0.605,1.66,,,,30
645554,gap,30,0.5,64,-1.03,-0.67,1.61,,,,30
651381,gap,30,0.5,64,-0.99,-0.665,1.705,,,,30
655837,gap,30,0.5,64,-1.105,-0.63,1.535,,,,30
660429,gap,30,0.5,64,-1.105,-0.675,1.485,,,,30
665055,gap,30,0.5,64,-1.08,-0.66,1.62,,,,30
670695,gap,30,0.5,64,-1.105,-0.68,1.6,,,,30
675908,gap,30,0.5,64,-1.08,-0.645,1.635,,,,30
680148,gap,30,0.5,64,-1.09,-0.64,1.635,,,,30
685587,gap,30,0.5,64,-1.065,-0.615,1.635,,,,30
690269,gap,30,0.5,64,-1.07,-0.66,1.575,,,,30
695172,gap,30,0.5,64,-1.06,-0.64,1.575,,,,30
700870,gap,30,0.5,64,-1.01,-0.665,1.605,,,,30
705247,gap,30,0.5,64,-1.035,-0.65,1.575,,,,30
710898,gap,30,0.5,64,-1.01,-0.655,1.625,,,,30
715381,gap,30,0.5,64,-1.025,-0.665,1.63,,,,30
720783,gap,30,0.5,64,-1.035,-0.66,1.605,,,,30
725624,gap,30,0.5,64,-1.025,-0.66,1.615,,,,30
730703,gap,30,0.5,64,-1.025,-0.67,1.6,,,,30
735590,gap,30,0.5,64,-1.05,-0.655,1.615,,,,30
740028,gap,30,0.5,64,-1.055,-0.665,1.585,,,,30
745127,gap,30,0.5,64,-1.05,-0.66,1.59,,,,30
751046,gap,30,0.5,64,-1.075,-0.64,1.605,,,,30
755184,gap,30,0.5,64,-1.06,-0.655,1.595,,,,30
760466,gap,30,0.5,64,-1.06,-0.65,1.6,,,,30
765237,gap,30,0.5,64,-1.045,-0.665,1.6,,,,30
770236,gap,30,0.5,64,-1.035,-0.655,1.595,,,,30
775122,gap,30,0.5,64,-1.045,-0.665,1.61,,,,30
780010,gap,30,0.5,64,-1.03,-0.66,1.6,,,,30
785023,gap,30,0.5,64,-1.04,-0.66,1.605,,,,30
790031,gap,30,0.5,64,-1.05,-0.655,1.59,,,,30
795052,gap,30,0.5,64,-1.04,-0.66,1.605,,,,30
800009,gap,30,0.5,64,-1.04,-0.655,1.6,,,,30
805008,gap,30,0.5,64,-1.02,-0.64,1.61,,,,30
810158,gap,30,0.5,64,-1.055,-0.665,1.6,,,,30
815032,gap,30,0.5,64,-1.045,-0.66,1.615,,,,30
820066,gap,30,0.5,64,-1.06,-0.635,1.605,,,,30
825041,gap,30,0.5,64,-1.055,-0.65,1.61,,,,30
830076,gap,30,0.5,64,-1.07,-0.655,1.585,,,,30
835078,gap,30,0.5,64,-1.065,-0.665,1.6,,,,30
840005,gap,30,0.5,64,-1.055,-0.655,1.61,,,,30
845181,gap,30,0.5,64,-1.04,-0.66,1.61,,,,30
850014,gap,30,0.5,64,-1.055,-0.665,1.59,,,,30
855070,gap,30,0.5,64,-1.04,-0.66,1.6,,,,30
860127,gap,30,0.5,64,-1.05,-0.665,1.6,,,,30
865522,gap,30,0.5,64,-1.045,-0.65,1.605,,,,30
870051,gap,30,0.5,64,-1.055,-0.65,1.605,,,,30
875212,gap,30,0.5,64,-1.045,-0.67,1.62,,,,30
880009,gap,30,0.5,64,-1.05,-0.655,1.595,,,,30
885009,gap,30,0.5,64,-1.04,-0.655,1.59,,,,30
890026,gap,30,0.5,64,-1.04,-0.66,1.615,,,,30
895247,gap,30,0.5,64,-1.03,-0.655,1.595,,,,30
900009,gap,30,0.5,64,-1.055,-0.635,1.6,,,,30
905023,gap,30,0.5,64,-1.035,-0.655,1.6,,,,30
910031,gap,30,0.5,64,-1.035,-0.655,1.6,,,,30
915439,gap,30,0.5,64,-1.065,-0.635,1.6,,,,30
920017,gap,30,0.5,64,-1.05,-0.635,1.63,,,,30
925407,gap,30,0.5,64,-1.05,-0.64,1.605,,,,30
930073,gap,30,0.5,64,-1.075,-0.665,1.615,,,,30
935081,gap,30,0.5,64,-1.045,-0.66,1.59,,,,30
940048,gap,30,0.5,64,-1.045,-0.65,1.605,,,,30
945040,gap,30,0.5,64,-1.065,-0.66,1.6,,,,30
950067,gap,30,0.5,64,-1.05,-0.655,1.61,,,,30
955787,gap,30,0.5,64,-1.025,-0.65,1.6,,,,30
960444,gap,30,0.5,64,-1.045,-0.65,1.615,,,,30
965160,gap,30,0.5,64,-1.05,-0.645,1.61,,,,30
970884,gap,30,0.5,64,-1.035,-0.65,1.595,,,,30
975591,gap,30,0.5,64,-1.035,-0.65,1.605,,,,30
980222,gap,30,0.5,64,-1.03,-0.64,1.595,,,,30
985393,gap,30,0.5,64,-1.045,-0.645,1.6,,,,30
990232,gap,30,0.5,64,-1.055,-0.665,1.615,,,,30
995162,gap,30,0.5,64,-1.045,-0.63,1.59,,,,30
1000099,gap,30,0.5,64,-1.05,-0.655,1.605,,,,0
1005097,gap,30,0.5,64,-1.05,-0.655,1.605,,,,0
1010019,gap,30,0.5,64,-1.05,-0.65,1.605,,,,0
1015055,gap,30,0.5,64,-1.025,-0.64,1.595,,,,0
1020075,gap,30,0.5,64,-1.05,-0.665,1.6,,,,0
1025215,gap,30,0.5,64,-1.025,-0.64,1.605,,,,0
1030122,gap,30,0.5,64,-1.035,-0.66,1.6,,,,0
1035018,gap,30,0.5,64,-1.045,-0.665,1.595,,,,0
1040044,gap,30,0.5,64,-0.975,-0.565,1.965,,,,0
1045008,gap,30,0.5,64,-1.025,-0.735,1.585,,,,0
1050083,gap,30,0.5,64,-1.07,-0.635,1.58,,,,0
1055014,gap,30,0.5,64,-1.09,-0.625,1.735,,,,0
1060019,gap,30,0.5,64,-1.09,-0.685,1.66,,,,0
1065062,gap,30,0.5,64,-1.16,-0.665,1.545,,,,0
1070029,gap,30,0.5,64,-1.13,-0.71,1.45,,,,0
1075137,gap,30,0.5,64,-1.14,-0.675,1.515,,,,0
1080025,gap,30,0.5,64,-1.09,-0.655,1.585,,,,0
1085073,gap,30,0.5,64,-0.995,-0.56,1.755,,,,0
1090046,gap,30,0.5,64,-0.915,-0.68,1.665,,,,0
1096086,gap,30,0.5,64,-1.06,-0.725,1.49,,,,0
1100015,gap,30,0.5,64,-1.01,-0.645,1.625,,,,0
1105269,gap,30,0.5,64,-0.935,-0.75,1.565,,,,0
1110237,gap,30,0.5,64,-1.095,-0.705,1.42,,,,0
1115420,gap,30,0.5,64,-1.045,-0.58,1.73,,,,0
1120011,gap,30,0.5,64,-0.99,-0.695,1.635,,,,0
1125049,gap,30,0.5,64,-1.105,-0.605,1.67,,,,0
1130042,gap,30,0.5,64,-0.52,-0.52,2.425,,,,0
1135234,gap,30,0.5,64,-0.725,-0.25,2.605,,,,0
1140212,gap,30,0.5,64,-1.005,-0.205,2.785,,,,0
1145726,gap,30,0.5,64,-1.845,-0.335,2.26,,,,0
1150705,gap,30,0.5,64,-2.71,-0.555,1.665,,,,0
1155980,gap,30,0.5,64,-3.045,-0.585,1.5,,,,0
1160644,gap,30,0.5,64,-3.015,-0.525,1.475,,,,0
1165098,gap,30,0.5,64,-2.59,-0.48,1.505,,,,0
1170013,gap,30,0.5,64,-1.985,-0.455,1.43,,,,0
1175138,gap,30,0.5,64,-1.345,-0.43,1.51,,,,0
1180201,gap,30,0.5,64,-0.74,-0.61,1.46,,,,0
1185040,gap,30,0.5,64,-0.16,-0.765,1.61,,,,0
1190065,gap,30,0.5,64,0.17,-0.955,1.54,,,,0
1195029,gap,30,0.5,64,0.335,-0.895,1.7,,,,0
1200019,gap,30,0.5,64,0.33,-0.9,1.73,,,,0
1205067,gap,30,0.5,64,0.07,-0.8,1.715,,,,0
1210042,gap,30,0.5,64,-0.355,-0.75,1.68,,,,0
1215077,gap,30,0.5,64,-0.83,-0.605,1.67,,,,0
1220054,gap,30,0.5,64,-1.255,-0.555,1.535,,,,0
1225177,gap,30,0.5,64,-1.475,-0.5,1.625,,,,0
1230295,gap,30,0.5,64,-1.71,-0.5,1.57,,,,0
1235068,gap,30,0.5,64,-1.83,-0.565,1.57,,,,0
1240032,gap,30,0.5,64,-1.875,-0.65,1.5,,,,0
1245031,gap,30,0.5,64,-1.77,-0.685,1.485,,,,0
1250037,gap,30,0.5,64,-1.605,-0.68,1.475,,,,0
1255017,gap,30,0.5,64,-1.335,-0.635,1.535,,,,0
1260041,gap,30,0.5,64,-1.09,-0.61,1.56,,,,0
1265039,gap,30,0.5,64,-0.85,-0.62,1.58,,,,0
1270029,gap,30,0.5,64,-0.67,-0.66,1.595,,,,0
1275064,gap,30,0.5,64,-0.525,-0.715,1.62,,,,0
1280943,gap,30,0.5,64,-0.485,-0.735,1.65,,,,0
1285013,gap,30,0.5,64,-0.485,-0.76,1.72,,,,0
1290040,gap,30,0.5,64,-0.575,-0.755,1.71,,,,0
1295993,gap,30,0.5,64,-0.78,-0.76,1.685,,,,0
1300715,gap,30,0.5,64,-0.995,-0.735,1.615,,,,0
1305814,gap,30,0.5,64,-1.17,-0.655,1.565,,,,0
1310749,gap,30,0.5,64,-1.27,-0.61,1.535,,,,0
1315251,gap,30,0.5,64,-1.355,-0.575,1.545,,,,0
1320075,gap,30,0.5,64,-1.39,-0.545,1.54,,,,0
1325076,gap,30,0.5,64,-1.37,-0.585,1.545,,,,0
1330022,gap,30,0.5,64,-1.35,-0.61,1.5,,,,0
1335000,gap,30,0.5,64,-1.27,-0.65,1.52,,,,0
1340040,gap,30,0.5,64,-1.16,-0.665,1.575,,,,0
1345008,gap,30,0.5,64,-1.05,-0.67,1.59,,,,0
1350073,gap,30,0.5,64,-0.925,-0.685,1.645,,,,0
1355393,gap,30,0.5,64,-0.85,-0.685,1.62,,,,0
1360037,gap,30,0.5,64,-0.765,-0.675,1.675,,,,0
1371034,gap,30,0.5,64,-0.755,-0.69,1.67,,,,0
1372258,gap,30,0.5,64,-0.765,-0.7,1.685,,,,0
1375134,gap,30,0.5,64,-0.825,-0.685,1.645,,,,0
1380019,gap,30,0.5,64,-0.9,-0.7,1.61,,,,0
1385207,gap,30,0.5,64,-1.015,-0.685,1.555,,,,0
1390224,gap,30,0.5,64,-1.115,-0.635,1.54,,,,0
1395122,gap,30,0.5,64,-1.205,-0.61,1.535,,,,0
1400110,gap,30,0.5,64,-1.27,-0.585,1.56,,,,0
1405582,gap,30,0.5,64,-1.275,-0.59,1.56,,,,0
1410549,gap,30,0.5,64,-1.295,-0.585,1.54,,,,0
1415199,gap,30,0.5,64,-1.24,-0.615,1.56,,,,0
1420339,gap,30,0.5,64,-1.175,-0.66,1.585,,,,0
1425418,gap,30,0.5,64,-1.075,-0.675,1.595,,,,0
1430239,gap,30,0.5,64,-0.975,-0.685,1.625,,,,0
1435588,gap,30,0.5,64,-0.885,-0.695,1.64,,,,0
1440749,gap,30,0.5,64,-0.81,-0.69,1.62,,,,0
1445245,gap,30,0.5,64,-0.785,-0.71,1.635,,,,0
1450016,gap,30,0.5,64,-0.815,-0.685,1.615,,,,0
1455072,gap,30,0.5,64,-0.87,-0.655,1.615,,,,0
1460009,gap,30,0.5,64,-0.955,-0.65,1.595,,,,0
1465152,gap,30,0.5,64,-1.05,-0.665,1.58,,,,0
1470176,gap,30,0.5,64,-1.125,-0.635,1.575,,,,0
1475206,gap,30,0.5,64,-1.225,-0.635,1.545,,,,0
1480393,gap,30,0.5,64,-1.25,-0.625,1.575,,,,0
1485848,gap,30,0.5,64,-1.275,-0.635,1.585,,,,0
1490079,gap,30,0.5,64,-1.245,-0.62,1.585,,,,0
1495279,gap,30,0.5,64,-1.19,-0.63,1.6,,,,0
1500428,gap,30,0.5,64,-1.09,-0.645,1.6,,,,0
1505444,gap,30,0.5,64,-1.01,-0.66,1.59,,,,0
1510142,gap,30,0.5,64,-0.945,-0.665,1.63,,,,0
1515446,gap,30,0.5,64,-0.87,-0.68,1.64,,,,0
1520505,gap,30,0.5,64,-0.825,-0.695,1.625,,,,0
1525365,gap,30,0.5,64,-0.85,-0.68,1.625,,,,0
1530428,gap,30,0.5,64,-0.865,-0.705,1.58,,,,0
1535636,gap,30,0.5,64,-0.935,-0.675,1.59,,,,0
1540463,gap,30,0.5,64,-1.025,-0.66,1.6,,,,0
1545221,gap,30,0.5,64,-1.11,-0.63,1.585,,,,0
1550021,gap,30,0.5,64,-1.165,-0.625,1.59,,,,0
1555346,gap,30,0.5,64,-1.21,-0.61,1.555,,,,0
1560004,gap,30,0.5,64,-1.235,-0.62,1.58,,,,0
1565020,gap,30,0.5,64,-1.215,-0.61,1.58,,,,0
1570134,gap,30,0.5,64,-1.165,-0.635,1.6,,,,0
1575050,gap,30,0.5,64,-1.105,-0.675,1.62,,,,0
1580126,gap,30,0.5,64,-1.03,-0.68,1.615,,,,0
1585229,gap,30,0.5,64,-0.96,-0.69,1.595,,,,0
1590360,gap,30,0.5,64,-0.925,-0.69,1.6,,,,0
1595458,gap,30,0.5,64,-0.88,-0.695,1.59,,,,0
1600473,gap,30,0.5,64,-0.885,-0.655,1.62,,,,0
1605399,gap,30,0.5,64,-0.92,-0.69,1.61,,,,0
1610031,gap,30,0.5,64,-0.97,-0.67,1.605,,,,0
1615389,gap,30,0.5,64,-1.035,-0.655,1.585,,,,0
1620044,gap,30,0.5,64,-1.1,-0.645,1.595,,,,0
1625928,gap,30,0.5,64,-1.145,-0.64,1.595,,,,0
1630033,gap,30,0.5,64,-1.175,-0.63,1.59,,,,0
1635154,gap,30,0.5,64,-1.185,-0.65,1.58,,,,0
1640291,gap,30,0.5,64,-1.15,-0.65,1.59,,,,0
1645294,gap,30,0.5,64,-1.13,-0.65,1.585,,,,0
1650667,gap,30,0.5,64,-1.08,-0.65,1.585,,,,0
1655663,gap,30,0.5,64,-1.02,-0.645,1.6,,,,0
1660322,gap,30,0.5,64,-0.975,-0.655,1.6,,,,0
1665054,gap,30,0.5,64,-0.965,-0.665,1.615,,,,0
1670123,gap,30,0.5,64,-0.915,-0.675,1.6,,,,0
1675055,gap,30,0.5,64,-0.935,-0.69,1.605,,,,0
1680112,gap,30,0.5,64,-0.955,-0.675,1.61,,,,0
1685003,gap,30,0.5,64,-1,-0.67,1.61,,,,0
1690012,gap,30,0.5,64,-1.035,-0.64,1.6,,,,0
1695037,gap,30,0.5,64,-1.09,-0.655,1.59,,,,0
1700083,gap,30,0.5,64,-1.095,-0.635,1.585,,,,0
1705043,gap,30,0.5,64,-1.13,-0.63,1.585,,,,0
1710189,gap,30,0.5,64,-1.15,-0.63,1.59,,,,0
1715329,gap,30,0.5,64,-1.115,-0.645,1.595,,,,0
1720306,gap,30,0.5,64,-1.09,-0.64,1.585,,,,0
1725380,gap,30,0.5,64,-1.06,-0.665,1.57,,,,0
1730380,gap,30,0.5,64,-1.03,-0.665,1.585,,,,0
1735436,gap,30,0.5,64,-1.015,-0.68,1.595,,,,0
1740306,gap,30,0.5,64,-0.98,-0.665,1.61,,,,0
1745300,gap,30,0.5,64,-0.965,-0.685,1.595,,,,0
1750300,gap,30,0.5,64,-0.965,-0.68,1.605,,,,0
1755237,gap,30,0.5,64,-0.98,-0.66,1.6,,,,0
1760208,gap,30,0.5,64,-1.02,-0.655,1.6,,,,0
1765304,gap,30,0.5,64,-1.055,-0.665,1.605,,,,0
1770336,gap,30,0.5,64,-1.06,-0.665,1.61,,,,0
1775026,gap,30,0.5,64,-1.065,-0.65,1.59,,,,0
1780276,gap,30,0.5,64,-1.07,-0.65,1.59,,,,0
1785305,gap,30,0.5,64,-1.105,-0.65,1.575,,,,0
1790084,gap,30,0.5,64,-1.08,-0.65,1.585,,,,0
1795305,gap,30,0.5,64,-1.11,-0.665,1.585,,,,0
1800122,gap,30,0.5,64,-1.075,-0.66,1.59,,,,0
1805553,gap,30,0.5,64,-1.06,-0.645,1.58,,,,0
1810294,gap,30,0.5,64,-1.02,-0.665,1.585,,,,0
1815583,gap,30,0.5,64,-1.015,-0.665,1.595,,,,0
1820163,gap,30,0.5,64,-1.01,-0.655,1.605,,,,0
1825044,gap,30,0.5,64,-1.005,-0.67,1.595,,,,0
1830019,gap,30,0.5,64,-1.01,-0.675,1.625,,,,0
1835024,gap,30,0.5,64,-1.01,-0.67,1.6,,,,0
1840021,gap,30,0.5,64,-1.03,-0.68,1.6,,,,0
1845040,gap,30,0.5,64,-1.03,-0.66,1.59,,,,0
1850892,gap,30,0.5,64,-1.065,-0.665,1.585,,,,0
1855031,gap,30,0.5,64,-1.07,-0.655,1.59,,,,0
1860037,gap,30,0.5,64,-1.075,-0.645,1.59,,,,0
1865885,gap,30,0.5,64,-1.075,-0.645,1.585,,,,0
1870174,gap,30,0.5,64,-1.09,-0.64,1.58,,,,0
1875074,gap,30,0.5,64,-1.075,-0.65,1.59,,,,0
1880036,gap,30,0.5,64,-1.065,-0.65,1.6,,,,0
1885238,gap,30,0.5,64,-1.05,-0.66,1.6,,,,0
1890051,gap,30,0.5,64,-1.02,-0.68,1.605,,,,0
1895839,gap,30,0.5,64,-1.025,-0.66,1.59,,,,0
1900355,gap,30,0.5,64,-1.01,-0.66,1.595,,,,0
1905015,gap,30,0.5,64,-1,-0.675,1.6,,,,0
1910233,gap,30,0.5,64,-1.01,-0.665,1.595,,,,0
1915255,gap,30,0.5,64,-1.01,-0.67,1.6,,,,0
1920195,gap,30,0.5,64,-1.02,-0.665,1.615,,,,0
1925066,gap,30,0.5,64,-1.025,-0.665,1.585,,,,0
1930027,gap,30,0.5,64,-1.055,-0.66,1.585,,,,0
1935047,gap,30,0.5,64,-1.06,-0.645,1.58,,,,0
1940077,gap,30,0.5,64,-1.1,-0.65,1.595,,,,0
1945128,gap,30,0.5,64,-1.075,-0.655,1.6,,,,0
1950043,gap,30,0.5,64,-1.095,-0.65,1.585,,,,0
1955066,gap,30,0.5,64,-1.07,-0.67,1.6,,,,0
1960015,gap,30,0.5,64,-1.055,-0.645,1.6,,,,0
1965034,gap,30,0.5,64,-1.055,-0.67,1.595,,,,0
1970070,gap,30,0.5,64,-1.01,-0.665,1.605,,,,0
1975055,gap,30,0.5,64,-1.015,-0.65,1.61,,,,0
1980093,gap,30,0.5,64,-1.005,-0.66,1.62,,,,0
1985043,gap,30,0.5,64,-1,-0.66,1.585,,,,0
1990016,gap,30,0.5,64,-0.995,-0.65,1.575,,,,0
1995073,gap,30,0.5,64,-1.025,-0.66,1.595,,,,0
2000328,zero,30,0.5,64,-1.045,-0.635,1.575,,,,0
2005770,zero,30,0.5,64,-1.06,-0.665,1.585,,,,0
2010627,zero,30,0.5,64,-1.07,-0.655,1.575,,,,0
2015136,zero,30,0.5,64,-1.075,-0.655,1.575,,,,0
2020084,zero,30,0.5,64,-1.105,-0.645,1.595,,,,0
2025261,zero,30,0.5,64,-1.085,-0.64,1.585,,,,0
2030200,zero,30,0.5,64,-1.075,-0.635,1.6,,,,0
2035894,zero,30,0.5,64,-1.065,-0.655,1.595,,,,0
2040018,zero,30,0.5,64,-1.05,-0.65,1.595,,,,0
2045139,zero,30,0.5,64,-1.005,-0.67,1.595,,,,0
2050078,zero,30,0.5,64,-1.005,-0.66,1.615,,,,0
2055054,zero,30,0.5,64,-1,-0.68,1.61,,,,0
2060014,zero,30,0.5,64,-0.995,-0.665,1.6,,,,0
2065002,zero,30,0.5,64,-1,-0.66,1.585,,,,0
2070045,zero,30,0.5,64,-1.01,-0.665,1.59,,,,0
2075050,zero,30,0.5,64,-1.035,-0.655,1.59,,,,0
