time_shifted,theta12_deg,q_deg
5.001999999999999,4.856704323581747,-27.220114955728803
5.018683333333334,7.927631852618319,-27.271146565373435
5.0353666666666665,11.070292234045093,-26.443107549906458
5.052050000000001,13.97299529495886,-26.151807418648133
5.068733333333336,16.59884036452236,-25.525832717934783
5.085416666666667,18.668042563385193,-24.367310446045394
5.1021,20.312057486553016,-23.080637413582483
5.118783333333335,21.824482171690633,-22.29364255634314
5.135466666666668,23.087668937837105,-21.538195487372537
5.152149999999999,24.19400345515312,-20.77623247140578
5.168833333333334,25.105063671911715,-19.943321411075043
5.1855166666666666,25.699722386795997,-18.78048104009266
5.202200000000001,25.924552486683393,-17.075121775839122
5.218883333333336,26.128906597078807,-15.507047262663082
5.235566666666667,26.386147389914704,-14.20819430986213
5.25225,26.488419949126275,-12.821374769342228
5.268933333333335,26.23711379689728,-10.92208216242847
5.285616666666668,25.68010079487442,-8.56931968056768
5.302299999999999,24.88415409615991,-5.896577343015842
5.318983333333334,23.63880471436723,-2.64865416717544
5.335666666666667,21.715986402014714,1.608179360665055
5.352350000000001,19.19632619755231,6.764851971397242
5.369033333333336,16.408584410809883,12.17164499678482
5.385716666666667,13.173874012821084,17.96986832123214
5.4024,9.577128102816868,23.889596822576806
5.419083333333335,6.67382839581135,26.06389882446389
5.435766666666668,3.4188077208646117,24.972660129868586
5.452449999999999,0.13157224382290242,25.65895543179756
5.469133333333334,-3.3984559920963537,25.48472848231853
5.485816666666667,-6.809479407554993,24.497641760958615
5.502500000000001,-10.090353887332686,24.349127225217728
5.519183333333336,-13.188489288271507,24.101844636453933
5.535866666666667,-16.06304102632971,23.987631549708908
5.55255,-18.83370526638671,23.900399942374833
5.569233333333335,-21.375023993715455,23.388096230074325
5.585916666666668,-23.726861986026776,23.3346059572778
5.602599999999999,-25.618883309290997,23.104081550903857
5.619283333333334,-27.218038633124383,22.974388741599853
5.635966666666667,-28.44608168440229,22.79407833890798
5.652650000000001,-29.502947572234103,22.761451991998605
5.669333333333336,-30.435351805612157,22.749894541119545
5.686016666666667,-31.23389927123677,22.601899444492616
5.7027,-31.58908447459447,22.063112256187623
5.719383333333335,-31.702539457183956,21.378074482732153
5.736066666666668,-31.48882540124903,20.331757829195915
5.752749999999999,-31.057578545780757,19.03141819339342
5.769433333333334,-30.545416865807333,17.725334190013925
5.786116666666667,-29.5271333065344,15.75628259775128
5.802800000000001,-28.261013650683726,13.398036050013452
5.819483333333336,-26.666100343775,10.559401462286367
5.836166666666667,-25.003577552944602,7.645267915251605
5.85285,-22.872915457520858,4.0384842653739454
5.869533333333335,-20.175548271948873,-0.5197539977617112
5.886216666666668,-16.977982973814278,-5.94860616751571
5.902899999999999,-13.351621803772742,-12.122862687647967
5.919583333333334,-9.684683437755739,-18.369873564898256
5.936266666666667,-6.372996425188846,-23.996270317224308
5.952950000000001,-4.145931402542395,-27.228586023916456
5.969633333333336,-1.16113325662143,-27.636366019201173
5.986316666666667,2.0356987481293025,-26.995179659092006
6.003,5.07155674341219,-26.905981010169555
6.019683333333335,8.1459289104845,-26.77371769765802
6.036366666666668,11.27291517177515,-26.08853650061718
6.053049999999999,13.942990166547029,-25.348395153938164
6.069733333333334,16.16439116512176,-24.654714950686518
6.086416666666667,18.132233535935974,-24.140075120339112
6.103100000000001,19.801880955307013,-23.506378675277546
6.119783333333336,21.523189774485985,-23.40960457035376
6.136466666666667,22.91213487813758,-23.18247143218889
6.15315,24.061423926314653,-22.727159324918116
6.169833333333335,25.019347257786812,-22.017556032848443
6.186516666666668,25.785414604347,-21.198721178660186
6.203199999999999,26.10616189482777,-19.73009854042379
6.219883333333334,26.211066954306467,-18.046574681128057
6.236566666666667,26.27446064976349,-16.390532688859402
6.253250000000001,26.14582992414813,-14.526082346152556
6.269933333333336,25.716814572077965,-12.249125125501578
6.286616666666667,25.36401883000668,-10.170957241368512
6.3033,24.60538291232747,-7.456508957416354
6.319983333333335,23.226011503690497,-3.8762204773804676
6.336666666666668,21.335578917608668,0.4518862959371326
6.353349999999999,18.904500333662288,5.668685826428099
6.370033333333334,15.81588514028733,11.715542100127728
6.386716666666667,12.187173325634085,18.2353464049476
6.403400000000001,8.489189775245558,24.20774225855738
6.420083333333336,5.484355451306613,26.32306623098887
6.436766666666667,2.4864964719182288,25.288539621450234
6.45345,-0.41979538825298346,25.637696889790774
6.470133333333335,-3.2988612356492366,25.409064790786296
6.486816666666668,-6.107798531543596,24.57509916787901
6.503499999999999,-9.049411680981544,24.723663132444692
6.520183333333334,-12.09035357664266,24.683425860296992
6.536866666666667,-15.276466135448894,24.492078215740356
6.553550000000001,-18.521656092040367,24.4657834618382
6.570233333333336,-21.440968958694516,23.787940800355898
6.586916666666667,-23.906356503384092,23.28258690700622
6.6036,-25.932821825000524,22.81000905849487
6.620283333333335,-27.51778069798728,22.463671454085535
6.636966666666668,-28.757283481816657,22.19514333585292
6.653649999999999,-29.65562411542708,21.7443433443647
6.670333333333334,-30.44914888472341,21.330941520068677
