time_shifted,theta12_deg,q_deg
-6.242566666666667,-1.6274101822387173,23.252752434939154
-6.225883333333334,-1.6282402090869175,23.26254722321991
-6.209200000000001,-1.6101720499825933,23.242006549907572
-6.192516666666666,-1.6110153461898977,23.237859947559627
-6.175833333333333,-1.6142308068879523,23.24095700601511
-6.15915,-1.634842403537089,23.261430947484456
-6.142466666666667,-1.6355826940377247,23.263072290282537
-6.125783333333333,-1.6315086208932548,23.24597441078827
-6.1091,-1.6256406361096138,23.24224319288448
-6.092416666666667,-1.626671952954931,23.252338570996542
-6.075733333333334,-1.6379987344086517,23.26427491685677
-6.059050000000001,-1.6430434943281067,23.26305166342123
-6.042366666666666,-1.6423179933255232,23.26852409606777
-6.025683333333333,-1.6371862799861336,23.25926087403308
-6.009,-1.6224153875864136,23.244138331696384
-5.992316666666667,-1.6214520405848558,23.238361651612486
-5.975633333333333,-1.632909597108461,23.249032010482743
-5.95895,-1.6330630817450393,23.24972377247964
-5.942266666666667,-1.6409374638694627,23.25655923502591
-5.925583333333334,-1.6394184496671287,23.252962423438262
-5.908900000000001,-1.6410277827712203,23.264852058867426
-5.892216666666666,-1.6316728353811245,23.258633441649614
-5.875533333333333,-1.6404833910977,23.26874749791773
-5.85885,-1.6344413597562972,23.25595323482679
-5.842166666666667,-1.6351770650564634,23.260377305460437
-5.825483333333333,-1.6409156021033964,23.262568099582467
-5.8088,-1.6355126772214514,23.25661514268147
-5.792116666666667,-1.629619676310486,23.25039819672123
-5.775433333333334,-1.6328644051624674,23.251193856525774
-5.758750000000001,-1.6265271777753858,23.238960526061064
-5.742066666666666,-1.6249490494620373,23.238313015511515
-5.725383333333333,-1.6351313491347135,23.249388114713412
-5.7087,-1.6411769919880381,23.258225151281877
-5.692016666666667,-1.638092432664256,23.258041783774388
-5.675333333333333,-1.6218263845479994,23.241207040475338
-5.65865,-1.6423123024243274,23.260305072309684
-5.641966666666667,-1.6398124154994014,23.25728958970653
-5.625283333333334,-1.6213426321587545,23.231316653956448
-5.608599999999999,-1.6196064851148062,23.229771967149254
-5.591916666666666,-1.6218171922016582,23.238510670415927
-5.575233333333333,-1.6216035404578617,23.236381926088058
