t_us,state,A_deg,f_hz,status,Fx,Fy,Fz,Mx,My,Mz,target_angle
4890020,pre,30,1,64,-1.005,-0.61,1.63,,,,-20.5169
4895013,pre,30,1,64,-0.99,-0.655,1.58,,,,-20.5169
4900054,pre,30,1,64,-0.975,-0.655,1.65,,,,-17.6253
4905272,pre,30,1,64,-0.98,-0.7,1.575,,,,-17.6253
4910203,pre,30,1,64,-0.99,-0.7,1.585,,,,-17.6253
4915053,pre,30,1,64,-1,-0.7,1.57,,,,-17.6253
4920007,pre,30,1,64,-1.065,-0.625,1.61,,,,-14.4515
4925026,pre,30,1,64,-1.085,-0.645,1.595,,,,-14.4515
4930004,pre,30,1,64,-1.135,-0.615,1.575,,,,-14.4515
4935021,pre,30,1,64,-1.115,-0.57,1.645,,,,-14.4515
4940023,pre,30,1,64,-1.115,-0.645,1.585,,,,-11.0397
4945045,pre,30,1,64,-1.12,-0.635,1.495,,,,-11.0397
4950019,pre,30,1,64,-1.085,-0.64,1.62,,,,-11.0397
4955040,pre,30,1,64,-1.05,-0.65,1.63,,,,-11.0397
4960015,pre,30,1,64,-1.035,-0.61,1.7,,,,-7.45796
4965005,pre,30,1,64,-1.03,-0.74,1.385,,,,-7.45796
4971295,pre,30,1,64,-0.985,-0.665,1.645,,,,-7.45796
4975273,pre,30,1,64,-1,-0.715,1.395,,,,-7.45796
4981104,pre,30,1,64,-0.995,-0.69,1.425,,,,-3.55345
4985187,pre,30,1,64,-1.05,-0.68,1.39,,,,-3.55345
4990255,pre,30,1,64,-1,-0.7,1.405,,,,-3.55345
4995227,pre,30,1,64,-1.04,-0.72,1.35,,,,-3.55345
5000000,meas,30,1,64,-1.09,-0.695,1.46,,,,0
5005201,meas,30,1,64,-1.065,-0.765,1.3,,,,0
5010139,meas,30,1,64,-1.1,-0.715,1.385,,,,0
5015077,meas,30,1,64,-1.085,-0.615,1.58,,,,0
5020006,meas,30,1,64,-1.065,-0.75,1.395,,,,3.76112
5025036,meas,30,1,64,-1.05,-0.66,1.475,,,,3.76112
5031074,meas,30,1,64,-1.04,-0.665,1.545,,,,3.76112
5035477,meas,30,1,64,-1.01,-0.655,1.52,,,,3.76112
5040052,meas,30,1,64,-1.015,-0.78,1.275,,,,7.47019
5045071,meas,30,1,64,-1.035,-0.635,1.525,,,,7.47019
5051101,meas,30,1,64,-1.44,-0.955,0.83,,,,7.47019
5056086,meas,30,1,64,-1.615,-1.03,0.14,,,,7.47019
5060014,meas,30,1,64,-1.455,-0.865,0.27,,,,11.0462
5065266,meas,30,1,64,-1.21,-0.58,0.48,,,,11.0462
5070007,meas,30,1,64,-0.875,-0.28,0.92,,,,11.0462
5075987,meas,30,1,64,-0.475,-0.21,1.535,,,,11.0462
5080052,meas,30,1,64,-0.36,-0.41,1.63,,,,14.4612
5085046,meas,30,1,64,-0.44,-0.675,1.585,,,,14.4612
5090758,meas,30,1,64,-0.55,-0.945,1.835,,,,14.4612
5095032,meas,30,1,64,-0.735,-1.065,1.72,,,,14.4612
5100031,meas,30,1,64,-1.11,-1.01,1.735,,,,17.6383
5105054,meas,30,1,64,-1.33,-1.045,1.19,,,,17.6383
5110025,meas,30,1,64,-1.595,-0.87,0.935,,,,17.6383
5115013,meas,30,1,64,-1.66,-0.675,0.87,,,,17.6383
5120213,meas,30,1,64,-1.465,-0.48,1.04,,,,20.5657
5125028,meas,30,1,64,-1.28,-0.39,1.045,,,,20.5657
5130006,meas,30,1,64,-1.02,-0.375,1.195,,,,20.5657
5135042,meas,30,1,64,-0.82,-0.425,1.33,,,,20.5657
5140049,meas,30,1,64,-0.66,-0.645,1.43,,,,23.1213
5145151,meas,30,1,64,-0.635,-0.85,1.485,,,,23.1213
5150010,meas,30,1,64,-0.705,-0.955,1.555,,,,23.1213
5155696,meas,30,1,64,-0.825,-1.005,1.485,,,,23.1213
5160696,meas,30,1,64,-0.98,-0.93,1.405,,,,25.3999
5165341,meas,30,1,64,-1.005,-0.74,1.495,,,,25.3999
5170218,meas,30,1,64,-1.07,-0.625,1.48,,,,25.3999
5175053,meas,30,1,64,-1.08,-0.485,1.665,,,,25.3999
5180045,meas,30,1,64,-1.135,-0.475,1.61,,,,27.1484
5185025,meas,30,1,64,-1.175,-0.475,1.605,,,,27.1484
5190378,meas,30,1,64,-1.185,-0.555,1.615,,,,27.1484
5195003,meas,30,1,64,-1.165,-0.59,1.595,,,,27.1484
5200487,meas,30,1,64,-1.105,-0.71,1.57,,,,28.5599
5205061,meas,30,1,64,-1.08,-0.71,1.55,,,,28.5599
5210333,meas,30,1,64,-1.05,-0.71,1.565,,,,28.5599
5215082,meas,30,1,64,-1.015,-0.675,1.665,,,,28.5599
5220295,meas,30,1,64,-1.045,-0.73,1.445,,,,29.479
5225321,meas,30,1,64,-1.01,-0.725,1.62,,,,29.479
5230044,meas,30,1,64,-0.965,-0.725,1.62,,,,29.479
5235455,meas,30,1,64,-0.975,-0.71,1.58,,,,29.479
5240110,meas,30,1,64,-1.025,-0.61,1.595,,,,29.9421
5245053,meas,30,1,64,-0.985,-0.595,1.65,,,,29.9421
5250030,meas,30,1,64,-1.025,-0.55,1.635,,,,29.9421
5255406,meas,30,1,64,-1.045,-0.615,1.56,,,,29.9421
5260047,meas,30,1,64,-1.025,-0.605,1.6,,,,29.9402
5265082,meas,30,1,64,-1.02,-0.685,1.62,,,,29.9402
5270552,meas,30,1,64,-1.045,-0.715,1.605,,,,29.9402
5275120,meas,30,1,64,-1.035,-0.75,1.61,,,,29.9402
5280257,meas,30,1,64,-1.095,-0.705,1.58,,,,29.4595
5285024,meas,30,1,64,-1.095,-0.715,1.615,,,,29.4595
5290042,meas,30,1,64,-1.105,-0.64,1.57,,,,29.4595
5295599,meas,30,1,64,-1.115,-0.59,1.615,,,,29.4595
5300343,meas,30,1,64,-1.095,-0.56,1.63,,,,28.5117
5305669,meas,30,1,64,-1.085,-0.55,1.575,,,,28.5117
5310388,meas,30,1,64,-1.055,-0.605,1.595,,,,28.5117
5315329,meas,30,1,64,-1.04,-0.66,1.63,,,,28.5117
5327501,meas,30,1,64,-0.975,-0.765,1.62,,,,26.5129
5328927,meas,30,1,64,-0.96,-0.745,1.615,,,,26.5129
5331437,meas,30,1,64,-0.955,-0.75,1.635,,,,26.5129
5335000,meas,30,1,64,-0.955,-0.74,1.62,,,,26.5129
5340259,meas,30,1,64,-0.97,-0.66,1.625,,,,25.3036
5345152,meas,30,1,64,-1.025,-0.64,1.6,,,,25.3036
5350544,meas,30,1,64,-1.07,-0.585,1.575,,,,25.3036
5355946,meas,30,1,64,-1.11,-0.575,1.585,,,,25.3036
5360264,meas,30,1,64,-1.13,-0.545,1.61,,,,23.0836
5365317,meas,30,1,64,-1.13,-0.625,1.585,,,,23.0836
5370028,meas,30,1,64,-1.14,-0.64,1.605,,,,23.0836
5375062,meas,30,1,64,-1.1,-0.705,1.65,,,,23.0836
5380018,meas,30,1,64,-1.07,-0.72,1.645,,,,20.5339
5385031,meas,30,1,64,-1.045,-0.73,1.615,,,,20.5339
5390046,meas,30,1,64,-1.01,-0.705,1.58,,,,20.5339
5395002,meas,30,1,64,-0.97,-0.665,1.58,,,,20.5339
5400136,meas,30,1,64,-0.995,-0.56,1.64,,,,17.6128
5405030,meas,30,1,64,-0.99,-0.625,1.54,,,,17.6128
5410105,meas,30,1,64,-1.005,-0.585,1.645,,,,17.6128
5415060,meas,30,1,64,-1.005,-0.655,1.555,,,,17.6128
5420018,meas,30,1,64,-1.05,-0.7,1.575,,,,14.4496
5425053,meas,30,1,64,-1.09,-0.685,1.65,,,,14.4496
5430021,meas,30,1,64,-1.1,-0.7,1.655,,,,14.4496
5435129,meas,30,1,64,-1.12,-0.705,1.655,,,,14.4496
5440243,meas,30,1,64,-1.155,-0.685,1.605,,,,11.0011
5445020,meas,30,1,64,-1.1,-0.64,1.655,,,,11.0011
5450063,meas,30,1,64,-1.06,-0.625,1.615,,,,11.0011
5455058,meas,30,1,64,-1.065,-0.575,1.68,,,,11.0011
5460030,meas,30,1,64,-1,-0.62,1.74,,,,7.45522
5465089,meas,30,1,64,-1.025,-0.695,1.445,,,,7.45522
5470048,meas,30,1,64,-0.99,-0.73,1.4,,,,7.45522
5475155,meas,30,1,64,-0.96,-0.705,1.58,,,,7.45522
5480137,meas,30,1,64,-0.945,-0.705,1.585,,,,3.73438
5485161,meas,30,1,64,-0.955,-0.725,1.56,,,,3.73438
5490073,meas,30,1,64,-1.015,-0.72,1.51,,,,3.73438
5495087,meas,30,1,64,-1.01,-0.645,1.725,,,,3.73438
5500158,meas,30,1,64,-1.185,-0.67,1.43,,,,-0.0297823
5505177,meas,30,1,64,-1.23,-0.66,1.495,,,,-0.0297823
5510013,meas,30,1,64,-1.025,-0.675,1.41,,,,-0.0297823
5515117,meas,30,1,64,-0.79,-0.415,2.225,,,,-0.0297823
5520124,meas,30,1,64,-0.89,-0.24,2.39,,,,-3.78319
5525184,meas,30,1,64,-1.49,-0.39,2.075,,,,-3.78319
5530194,meas,30,1,64,-2.04,-0.44,2.03,,,,-3.78319
5535007,meas,30,1,64,-2.51,-0.625,1.58,,,,-3.78319
5540032,meas,30,1,64,-2.65,-0.62,1.65,,,,-7.46654
5545045,meas,30,1,64,-2.555,-0.62,1.515,,,,-7.46654
5550075,meas,30,1,64,-2.12,-0.51,1.74,,,,-7.46654
5555079,meas,30,1,64,-1.6,-0.39,1.92,,,,-7.46654
5560216,meas,30,1,64,-1.22,-0.345,2.03,,,,-11.0816
5565013,meas,30,1,64,-1.035,-0.42,1.9,,,,-11.0816
5570000,meas,30,1,64,-0.965,-0.525,1.855,,,,-11.0816
5575052,meas,30,1,64,-0.99,-0.655,1.67,,,,-11.0816
5580005,meas,30,1,64,-1.005,-0.72,1.65,,,,-14.4534
5585026,meas,30,1,64,-1.05,-0.76,1.52,,,,-14.4534
5590188,meas,30,1,64,-1.055,-0.755,1.505,,,,-14.4534
5595027,meas,30,1,64,-1.005,-0.735,1.545,,,,-14.4534
5600039,meas,30,1,64,-1.06,-0.635,1.565,,,,-17.6395
5605006,meas,30,1,64,-1.005,-0.625,1.55,,,,-17.6395
5610761,meas,30,1,64,-1.13,-0.6,1.555,,,,-17.6395
5615062,meas,30,1,64,-1.16,-0.645,1.57,,,,-17.6395
5620010,meas,30,1,64,-1.335,-0.67,1.495,,,,-20.5378
5625007,meas,30,1,64,-1.36,-0.66,1.655,,,,-20.5378
5630757,meas,30,1,64,-1.375,-0.62,1.595,,,,-20.5378
5635289,meas,30,1,64,-1.335,-0.625,1.625,,,,-20.5378
5640033,meas,30,1,64,-1.285,-0.495,1.825,,,,-23.1194
5645125,meas,30,1,64,-1.21,-0.53,1.79,,,,-23.1194
5650102,meas,30,1,64,-1.115,-0.54,1.775,,,,-23.1194
5655130,meas,30,1,64,-1.045,-0.67,1.68,,,,-23.1194
5660131,meas,30,1,64,-1.035,-0.68,1.765,,,,-25.3431
5665062,meas,30,1,64,-1.025,-0.745,1.71,,,,-25.3431
5670023,meas,30,1,64,-1.02,-0.725,1.625,,,,-25.3431
5675109,meas,30,1,64,-0.975,-0.7,1.655,,,,-25.3431
5680042,meas,30,1,64,-1,-0.61,1.65,,,,-27.1482
5685012,meas,30,1,64,-1.02,-0.58,1.675,,,,-27.1482
5690007,meas,30,1,64,-1.01,-0.57,1.6,,,,-27.1482
5695030,meas,30,1,64,-1.065,-0.565,1.63,,,,-27.1482
5700014,meas,30,1,64,-1.1,-0.615,1.595,,,,-28.5325
5705033,meas,30,1,64,-1.115,-0.615,1.675,,,,-28.5325
5710056,meas,30,1,64,-1.125,-0.68,1.525,,,,-28.5325
5715002,meas,30,1,64,-1.1,-0.685,1.605,,,,-28.5325
5720174,meas,30,1,64,-1.11,-0.685,1.525,,,,-29.4747
5725041,meas,30,1,64,-1.07,-0.635,1.65,,,,-29.4747
5730080,meas,30,1,64,-1.085,-0.605,1.62,,,,-29.4747
5735007,meas,30,1,64,-1.035,-0.585,1.6,,,,-29.4747
5740031,meas,30,1,64,-1.005,-0.61,1.59,,,,-29.9412
5745021,meas,30,1,64,-0.975,-0.64,1.57,,,,-29.9412
5750011,meas,30,1,64,-0.98,-0.665,1.605,,,,-29.9412
5755795,meas,30,1,64,-0.96,-0.68,1.605,,,,-29.9412
5760061,meas,30,1,64,-0.965,-0.68,1.655,,,,-29.9401
5765022,meas,30,1,64,-0.975,-0.71,1.555,,,,-29.9401
5770789,meas,30,1,64,-1.025,-0.655,1.62,,,,-29.9401
5775040,meas,30,1,64,-1.07,-0.655,1.585,,,,-29.9401
5780795,meas,30,1,64,-1.115,-0.595,1.58,,,,-29.4402
5785320,meas,30,1,64,-1.135,-0.6,1.575,,,,-29.4402
5790897,meas,30,1,64,-1.16,-0.595,1.555,,,,-29.4402
5795010,meas,30,1,64,-1.175,-0.59,1.565,,,,-29.4402
5800880,meas,30,1,64,-1.125,-0.64,1.575,,,,-28.48
5805513,meas,30,1,64,-1.095,-0.66,1.595,,,,-28.48
5810226,meas,30,1,64,-1.05,-0.68,1.62,,,,-28.48
5815028,meas,30,1,64,-0.98,-0.695,1.61,,,,-28.48
5820180,meas,30,1,64,-0.955,-0.7,1.595,,,,-27.1303
5825047,meas,30,1,64,-0.96,-0.665,1.59,,,,-27.1303
5830009,meas,30,1,64,-0.955,-0.67,1.58,,,,-27.1303
5835162,meas,30,1,64,-0.96,-0.61,1.58,,,,-27.1303
5840005,meas,30,1,64,-1.015,-0.615,1.59,,,,-25.3293
5845064,meas,30,1,64,-1.04,-0.63,1.585,,,,-25.3293
5850063,meas,30,1,64,-1.09,-0.605,1.635,,,,-25.3293
5855066,meas,30,1,64,-1.11,-0.62,1.6,,,,-25.3293
5860006,meas,30,1,64,-1.12,-0.655,1.59,,,,-23.1147
5865004,meas,30,1,64,-1.145,-0.63,1.58,,,,-23.1147
5870059,meas,30,1,64,-1.12,-0.66,1.595,,,,-23.1147
5875001,meas,30,1,64,-1.105,-0.63,1.575,,,,-23.1147
5880018,meas,30,1,64,-1.055,-0.64,1.57,,,,-20.5339
5885084,meas,30,1,64,-1.02,-0.63,1.61,,,,-20.5339
5890056,meas,30,1,64,-1.01,-0.6,1.595,,,,-20.5339
5895037,meas,30,1,64,-0.985,-0.635,1.58,,,,-20.5339
5900064,meas,30,1,64,-0.99,-0.655,1.62,,,,-17.6238
5905131,meas,30,1,64,-0.99,-0.705,1.57,,,,-17.6238
5910200,meas,30,1,64,-1.015,-0.68,1.6,,,,-17.6238
5915215,meas,30,1,64,-1.05,-0.675,1.59,,,,-17.6238
5920251,meas,30,1,64,-1.055,-0.655,1.56,,,,-14.4111
5925007,meas,30,1,64,-1.075,-0.615,1.61,,,,-14.4111
5930199,meas,30,1,64,-1.115,-0.585,1.68,,,,-14.4111
5935218,meas,30,1,64,-1.085,-0.655,1.52,,,,-14.4111
5940021,meas,30,1,64,-1.09,-0.66,1.525,,,,-11.0401
5945050,meas,30,1,64,-1.085,-0.645,1.58,,,,-11.0401
5950077,meas,30,1,64,-1.07,-0.66,1.555,,,,-11.0401
5955203,meas,30,1,64,-1.005,-0.64,1.6,,,,-11.0401
5960430,meas,30,1,64,-1.02,-0.65,1.54,,,,-7.38216
5965403,meas,30,1,64,-0.99,-0.68,1.52,,,,-7.38216
5970026,meas,30,1,64,-1,-0.63,1.64,,,,-7.38216
5975066,meas,30,1,64,-1.01,-0.6,1.67,,,,-7.38216
5980051,meas,30,1,64,-1.04,-0.61,1.705,,,,-3.75046
5985052,meas,30,1,64,-1.025,-0.62,1.595,,,,-3.75046
5990602,meas,30,1,64,-1.04,-0.64,1.615,,,,-3.75046
5995053,meas,30,1,64,-1.075,-0.665,1.51,,,,-3.75046
6000029,meas,30,1,64,-1.095,-0.615,1.79,,,,0.00546637
6005011,meas,30,1,64,-1.025,-0.665,1.63,,,,0.00546637
6010070,meas,30,1,64,-1.07,-0.665,1.58,,,,0.00546637
6015062,meas,30,1,64,-1.03,-0.655,1.705,,,,0.00546637
6020030,meas,30,1,64,-1.05,-0.665,1.565,,,,3.76561
6025000,meas,30,1,64,-1.05,-0.65,1.57,,,,3.76561
6030731,meas,30,1,64,-1.015,-0.675,1.515,,,,3.76561
6035040,meas,30,1,64,-1.035,-0.61,1.615,,,,3.76561
6040731,meas,30,1,64,-1.03,-0.75,1.345,,,,7.59408
6045727,meas,30,1,64,-1.025,-0.68,1.495,,,,7.59408
6050099,meas,30,1,64,-1.51,-0.815,0.505,,,,7.59408
6055055,meas,30,1,64,-1.62,-1.125,0.06,,,,7.59408
6060055,meas,30,1,64,-1.535,-0.975,0.085,,,,11.0534
6065018,meas,30,1,64,-1.365,-0.655,0.205,,,,11.0534
6070039,meas,30,1,64,-0.9,-0.235,0.89,,,,11.0534
6075034,meas,30,1,64,-0.585,-0.17,1.235,,,,11.0534
6080252,meas,30,1,64,-0.335,-0.345,1.555,,,,14.4942
6085005,meas,30,1,64,-0.385,-0.65,1.585,,,,14.4942
6090075,meas,30,1,64,-0.51,-1,1.705,,,,14.4942
6095102,meas,30,1,64,-0.75,-1.07,1.7,,,,14.4942
6100021,meas,30,1,64,-1.05,-1.1,1.62,,,,17.6368
6105059,meas,30,1,64,-1.33,-0.98,1.395,,,,17.6368
6110018,meas,30,1,64,-1.54,-0.845,1.085,,,,17.6368
6115088,meas,30,1,64,-1.54,-0.545,1.27,,,,17.6368
6120052,meas,30,1,64,-1.44,-0.4,1.25,,,,20.5436
6126345,meas,30,1,64,-1.2,-0.285,1.415,,,,20.5436
6130470,meas,30,1,64,-1,-0.28,1.465,,,,20.5436
6135055,meas,30,1,64,-0.835,-0.45,1.38,,,,20.5436
6140012,meas,30,1,64,-0.665,-0.665,1.46,,,,23.1168
6145059,meas,30,1,64,-0.62,-0.81,1.605,,,,23.1168
6150205,meas,30,1,64,-0.685,-0.985,1.55,,,,23.1168
6155009,meas,30,1,64,-0.74,-0.945,1.69,,,,23.1168
6160002,meas,30,1,64,-0.94,-0.905,1.475,,,,25.33
6165000,meas,30,1,64,-1.04,-0.72,1.645,,,,25.33
6170706,meas,30,1,64,-1.165,-0.665,1.52,,,,25.33
6175070,meas,30,1,64,-1.225,-0.55,1.62,,,,25.33
6180108,meas,30,1,64,-1.31,-0.515,1.545,,,,27.1535
6185121,meas,30,1,64,-1.265,-0.465,1.68,,,,27.1535
6191378,meas,30,1,64,-1.225,-0.555,1.565,,,,27.1535
6195102,meas,30,1,64,-1.16,-0.57,1.625,,,,27.1535
6200076,meas,30,1,64,-1.09,-0.675,1.54,,,,28.5361
6205080,meas,30,1,64,-0.955,-0.705,1.565,,,,28.5361
6210058,meas,30,1,64,-0.945,-0.725,1.505,,,,28.5361
6215069,meas,30,1,64,-0.855,-0.75,1.605,,,,28.5361
6220626,meas,30,1,64,-0.86,-0.76,1.67,,,,29.4905
6225316,meas,30,1,64,-0.975,-0.71,1.61,,,,29.4905
6230011,meas,30,1,64,-0.955,-0.685,1.69,,,,29.4905
6235018,meas,30,1,64,-1.055,-0.67,1.6,,,,29.4905
6240718,meas,30,1,64,-1.115,-0.605,1.625,,,,29.949
6245759,meas,30,1,64,-1.135,-0.585,1.61,,,,29.949
6250045,meas,30,1,64,-1.135,-0.57,1.62,,,,29.949
6255732,meas,30,1,64,-1.12,-0.57,1.55,,,,29.949
6260024,meas,30,1,64,-1.075,-0.61,1.52,,,,29.9405
6265012,meas,30,1,64,-1.055,-0.65,1.575,,,,29.9405
6270328,meas,30,1,64,-1.025,-0.735,1.55,,,,29.9405
6275032,meas,30,1,64,-1.015,-0.775,1.615,,,,29.9405
6280012,meas,30,1,64,-1.01,-0.74,1.59,,,,29.4682
6285054,meas,30,1,64,-1.02,-0.705,1.635,,,,29.4682
6290031,meas,30,1,64,-1.035,-0.645,1.6,,,,29.4682
6295937,meas,30,1,64,-1.055,-0.57,1.585,,,,29.4682
6300030,meas,30,1,64,-1.09,-0.555,1.615,,,,28.5299
6305028,meas,30,1,64,-1.075,-0.545,1.62,,,,28.5299
6310023,meas,30,1,64,-1.085,-0.58,1.63,,,,28.5299
6315300,meas,30,1,64,-1.07,-0.65,1.62,,,,28.5299
6320048,meas,30,1,64,-1.05,-0.725,1.62,,,,27.141
6325017,meas,30,1,64,-1.015,-0.735,1.63,,,,27.141
6330010,meas,30,1,64,-1.005,-0.75,1.62,,,,27.141
6335008,meas,30,1,64,-0.99,-0.73,1.585,,,,27.141
6340021,meas,30,1,64,-1.01,-0.67,1.6,,,,25.3277
6345040,meas,30,1,64,-1.01,-0.625,1.58,,,,25.3277
6350088,meas,30,1,64,-1.055,-0.575,1.595,,,,25.3277
6355024,meas,30,1,64,-1.09,-0.57,1.605,,,,25.3277
6360158,meas,30,1,64,-1.09,-0.565,1.59,,,,23.0964
6365995,meas,30,1,64,-1.11,-0.635,1.595,,,,23.0964
6370000,meas,30,1,64,-1.125,-0.675,1.63,,,,23.0964
6375027,meas,30,1,64,-1.095,-0.735,1.635,,,,23.0964
6380351,meas,30,1,64,-1.07,-0.735,1.59,,,,20.4881
6385435,meas,30,1,64,-1.045,-0.735,1.595,,,,20.4881
6390120,meas,30,1,64,-1.005,-0.685,1.615,,,,20.4881
6395021,meas,30,1,64,-0.955,-0.69,1.63,,,,20.4881
6400174,meas,30,1,64,-0.97,-0.645,1.5,,,,17.607
6405016,meas,30,1,64,-0.975,-0.6,1.585,,,,17.607
6410030,meas,30,1,64,-0.97,-0.585,1.66,,,,17.607
6415078,meas,30,1,64,-0.995,-0.62,1.655,,,,17.607
6420005,meas,30,1,64,-1.08,-0.69,1.565,,,,14.4518
6425001,meas,30,1,64,-1.105,-0.68,1.615,,,,14.4518
6430028,meas,30,1,64,-1.135,-0.715,1.545,,,,14.4518
6435078,meas,30,1,64,-1.125,-0.69,1.63,,,,14.4518
6440058,meas,30,1,64,-1.13,-0.63,1.63,,,,11.0336
6445073,meas,30,1,64,-1.08,-0.675,1.555,,,,11.0336
6450010,meas,30,1,64,-1.035,-0.6,1.66,,,,11.0336
6455002,meas,30,1,64,-1,-0.57,1.805,,,,11.0336
6460049,meas,30,1,64,-0.97,-0.555,1.74,,,,7.45175
6465073,meas,30,1,64,-0.99,-0.645,1.585,,,,7.45175
6470180,meas,30,1,64,-1,-0.645,1.645,,,,7.45175
6475095,meas,30,1,64,-1.005,-0.64,1.705,,,,7.45175
6480434,meas,30,1,64,-0.995,-0.64,1.79,,,,3.67882
6485123,meas,30,1,64,-0.995,-0.655,1.74,,,,3.67882
6490093,meas,30,1,64,-0.96,-0.595,1.875,,,,3.67882
6495061,meas,30,1,64,-1.025,-0.71,1.61,,,,3.67882
6500066,meas,30,1,64,-1.04,-0.615,1.675,,,,-0.0124407
6505026,meas,30,1,64,-1.045,-0.635,1.675,,,,-0.0124407
6510010,meas,30,1,64,-0.98,-0.74,1.57,,,,-0.0124407
6515527,meas,30,1,64,-0.845,-0.46,2.1,,,,-0.0124407
6520030,meas,30,1,64,-0.985,-0.39,2.11,,,,-3.76561
6525019,meas,30,1,64,-1.21,-0.305,2.145,,,,-3.76561
6530046,meas,30,1,64,-1.785,-0.45,1.935,,,,-3.76561
6535015,meas,30,1,64,-2.245,-0.57,1.745,,,,-3.76561
6540050,meas,30,1,64,-2.525,-0.68,1.54,,,,-7.46982
6545007,meas,30,1,64,-2.455,-0.575,1.835,,,,-7.46982
6550006,meas,30,1,64,-2.145,-0.48,1.855,,,,-7.46982
6555052,meas,30,1,64,-1.725,-0.43,1.995,,,,-7.46982
6560035,meas,30,1,64,-1.18,-0.375,2.07,,,,-11.0499
6565004,meas,30,1,64,-0.94,-0.47,1.845,,,,-11.0499
6570055,meas,30,1,64,-0.74,-0.545,1.89,,,,-11.0499
6575072,meas,30,1,64,-0.68,-0.625,1.85,,,,-11.0499
6580007,meas,30,1,64,-0.66,-0.7,1.895,,,,-14.4538
6585348,meas,30,1,64,-0.71,-0.78,1.685,,,,-14.4538
6590075,meas,30,1,64,-0.76,-0.755,1.63,,,,-14.4538
6595208,meas,30,1,64,-0.915,-0.76,1.48,,,,-14.4538
6600018,meas,30,1,64,-0.965,-0.6,1.78,,,,-17.6363
6605063,meas,30,1,64,-1.01,-0.565,1.825,,,,-17.6363
6610016,meas,30,1,64,-1.095,-0.435,2.1,,,,-17.6363
6615026,meas,30,1,64,-1.23,-0.495,1.995,,,,-17.6363
6620050,meas,30,1,64,-1.34,-0.5,2.1,,,,-20.5433
6625032,meas,30,1,64,-1.485,-0.54,2.03,,,,-20.5433
6630035,meas,30,1,64,-1.515,-0.505,2.08,,,,-20.5433
6635056,meas,30,1,64,-1.6,-0.595,1.87,,,,-20.5433
6640852,meas,30,1,64,-1.435,-0.525,1.88,,,,-23.2174
6645975,meas,30,1,64,-1.335,-0.47,1.965,,,,-23.2174
6650021,meas,30,1,64,-1.275,-0.47,1.965,,,,-23.2174
6655175,meas,30,1,64,-1.14,-0.525,2.04,,,,-23.2174
6660007,meas,30,1,64,-1.025,-0.555,1.955,,,,-25.3305
6665060,meas,30,1,64,-0.985,-0.75,1.575,,,,-25.3305
6670013,meas,30,1,64,-0.895,-0.725,1.685,,,,-25.3305
6675013,meas,30,1,64,-0.86,-0.72,1.685,,,,-25.3305
6680796,meas,30,1,64,-0.815,-0.66,1.725,,,,-27.2084
6685443,meas,30,1,64,-0.86,-0.66,1.63,,,,-27.2084
6690650,meas,30,1,64,-0.88,-0.63,1.58,,,,-27.2084
6695907,meas,30,1,64,-0.99,-0.58,1.65,,,,-27.2084
6700819,meas,30,1,64,-1.055,-0.595,1.565,,,,-28.579
6705692,meas,30,1,64,-1.125,-0.67,1.465,,,,-28.579
6710269,meas,30,1,64,-1.185,-0.68,1.57,,,,-28.579
6715017,meas,30,1,64,-1.225,-0.63,1.645,,,,-28.579
6720761,meas,30,1,64,-1.255,-0.665,1.575,,,,-29.4952
6725006,meas,30,1,64,-1.24,-0.67,1.6,,,,-29.4952
6730144,meas,30,1,64,-1.18,-0.63,1.585,,,,-29.4952
6735269,meas,30,1,64,-1.115,-0.605,1.6,,,,-29.4952
6740032,meas,30,1,64,-1.02,-0.6,1.63,,,,-29.9412
6745000,meas,30,1,64,-0.97,-0.64,1.605,,,,-29.9412
6750003,meas,30,1,64,-0.9,-0.66,1.58,,,,-29.9412
6755948,meas,30,1,64,-0.855,-0.7,1.67,,,,-29.9412
6761003,meas,30,1,64,-0.915,-0.72,1.62,,,,-29.9283
6765779,meas,30,1,64,-0.895,-0.695,1.605,,,,-29.9283
6770098,meas,30,1,64,-0.955,-0.69,1.62,,,,-29.9283
6775928,meas,30,1,64,-1.05,-0.655,1.55,,,,-29.9283
6780033,meas,30,1,64,-1.075,-0.605,1.58,,,,-29.4675
6785966,meas,30,1,64,-1.155,-0.58,1.57,,,,-29.4675
6790349,meas,30,1,64,-1.195,-0.6,1.52,,,,-29.4675
6795009,meas,30,1,64,-1.21,-0.61,1.59,,,,-29.4675
6800012,meas,30,1,64,-1.195,-0.615,1.575,,,,-28.531
6805026,meas,30,1,64,-1.14,-0.65,1.555,,,,-28.531
6810050,meas,30,1,64,-1.095,-0.665,1.605,,,,-28.531
6815023,meas,30,1,64,-1.03,-0.695,1.615,,,,-28.531
6820019,meas,30,1,64,-0.98,-0.685,1.62,,,,-27.1433
6825024,meas,30,1,64,-0.95,-0.665,1.595,,,,-27.1433
6830056,meas,30,1,64,-0.925,-0.655,1.615,,,,-27.1433
6835055,meas,30,1,64,-0.945,-0.655,1.59,,,,-27.1433
6840064,meas,30,1,64,-0.96,-0.645,1.59,,,,-25.3234
6845048,meas,30,1,64,-0.975,-0.635,1.595,,,,-25.3234
6850767,meas,30,1,64,-1.075,-0.65,1.6,,,,-25.3234
6855068,meas,30,1,64,-1.09,-0.645,1.58,,,,-25.3234
