t_us,state,A_deg,f_hz,status,Fx,Fy,Fz,Mx,My,Mz,target_angle
515008,gap,30,1,64,-1.055,-0.655,1.61,,,,30
520037,gap,30,1,64,-1.055,-0.66,1.59,,,,30
525054,gap,30,1,64,-1.04,-0.67,1.585,,,,30
530003,gap,30,1,64,-1.035,-0.63,1.635,,,,30
535106,gap,30,1,64,-1.07,-0.605,1.695,,,,30
540076,gap,30,1,64,-0.975,-0.635,1.68,,,,30
545020,gap,30,1,64,-1.075,-0.57,1.665,,,,30
550027,gap,30,1,64,-1.09,-0.61,1.535,,,,30
555035,gap,30,1,64,-0.97,-0.64,1.595,,,,30
560082,gap,30,1,64,-1.025,-0.665,1.54,,,,30
566896,gap,30,1,64,-1.03,-0.615,1.665,,,,30
570021,gap,30,1,64,-1.03,-0.69,1.58,,,,30
575083,gap,30,1,64,-1.015,-0.675,1.72,,,,30
580029,gap,30,1,64,-1.03,-0.61,1.665,,,,30
585060,gap,30,1,64,-1.04,-0.6,1.695,,,,30
590028,gap,30,1,64,-1.045,-0.685,1.535,,,,30
595029,gap,30,1,64,-1,-0.68,1.645,,,,30
600126,gap,30,1,64,-0.995,-0.65,1.6,,,,30
605496,gap,30,1,64,-1.06,-0.67,1.56,,,,30
610043,gap,30,1,64,-1.035,-0.63,1.645,,,,30
615050,gap,30,1,64,-1.05,-0.63,1.53,,,,30
620018,gap,30,1,64,-1.035,-0.655,1.54,,,,30
625016,gap,30,1,64,-0.935,-0.71,1.555,,,,30
630001,gap,30,1,64,-1.12,-0.61,1.575,,,,30
635091,gap,30,1,64,-0.985,-0.615,1.71,,,,30
640047,gap,30,1,64,-1.005,-0.675,1.63,,,,30
645013,gap,30,1,64,-1.035,-0.655,1.53,,,,30
650055,gap,30,1,64,-1.02,-0.725,1.535,,,,30
655003,gap,30,1,64,-1.035,-0.685,1.675,,,,30
660209,gap,30,1,64,-1.045,-0.69,1.62,,,,30
665395,gap,30,1,64,-1.095,-0.64,1.605,,,,30
670454,gap,30,1,64,-1.095,-0.64,1.6,,,,30
675377,gap,30,1,64,-1.095,-0.63,1.61,,,,30
680237,gap,30,1,64,-1.065,-0.645,1.635,,,,30
685057,gap,30,1,64,-1.055,-0.67,1.585,,,,30
690281,gap,30,1,64,-1.065,-0.64,1.575,,,,30
695019,gap,30,1,64,-1.03,-0.625,1.655,,,,30
700073,gap,30,1,64,-1.055,-0.665,1.585,,,,30
705039,gap,30,1,64,-1.005,-0.655,1.6,,,,30
710061,gap,30,1,64,-1.02,-0.65,1.625,,,,30
715460,gap,30,1,64,-1.025,-0.67,1.585,,,,30
720070,gap,30,1,64,-1.025,-0.67,1.625,,,,30
725076,gap,30,1,64,-1.035,-0.655,1.58,,,,30
730017,gap,30,1,64,-1.045,-0.64,1.595,,,,30
735082,gap,30,1,64,-1.055,-0.65,1.62,,,,30
740022,gap,30,1,64,-1.06,-0.67,1.605,,,,30
745903,gap,30,1,64,-1.045,-0.665,1.605,,,,30
750987,gap,30,1,64,-1.06,-0.65,1.595,,,,30
755153,gap,30,1,64,-1.05,-0.66,1.6,,,,30
760527,gap,30,1,64,-1.055,-0.645,1.6,,,,30
765954,gap,30,1,64,-1.065,-0.65,1.59,,,,30
770109,gap,30,1,64,-1.03,-0.645,1.615,,,,30
775364,gap,30,1,64,-1.005,-0.645,1.615,,,,30
780097,gap,30,1,64,-1.035,-0.66,1.625,,,,30
785031,gap,30,1,64,-1.02,-0.655,1.615,,,,30
790146,gap,30,1,64,-1.03,-0.66,1.6,,,,30
795002,gap,30,1,64,-1.035,-0.675,1.615,,,,30
800317,gap,30,1,64,-1.03,-0.67,1.61,,,,30
805297,gap,30,1,64,-1.05,-0.66,1.605,,,,30
810059,gap,30,1,64,-1.055,-0.65,1.605,,,,30
815001,gap,30,1,64,-1.045,-0.645,1.595,,,,30
820054,gap,30,1,64,-1.055,-0.655,1.59,,,,30
825050,gap,30,1,64,-1.05,-0.65,1.605,,,,30
830011,gap,30,1,64,-1.055,-0.645,1.595,,,,30
835037,gap,30,1,64,-1.045,-0.665,1.575,,,,30
840013,gap,30,1,64,-1.05,-0.66,1.61,,,,30
845005,gap,30,1,64,-1.03,-0.69,1.59,,,,30
850071,gap,30,1,64,-1.02,-0.65,1.61,,,,30
855100,gap,30,1,64,-1.035,-0.655,1.61,,,,30
860065,gap,30,1,64,-1.03,-0.675,1.605,,,,30
865208,gap,30,1,64,-1.06,-0.665,1.6,,,,30
870070,gap,30,1,64,-1.035,-0.645,1.61,,,,30
875098,gap,30,1,64,-1.04,-0.64,1.595,,,,30
880053,gap,30,1,64,-1.04,-0.665,1.605,,,,30
885001,gap,30,1,64,-1.045,-0.645,1.6,,,,30
890019,gap,30,1,64,-1.05,-0.665,1.59,,,,30
895017,gap,30,1,64,-1.06,-0.665,1.6,,,,30
900089,gap,30,1,64,-1.06,-0.635,1.605,,,,30
905013,gap,30,1,64,-1.04,-0.66,1.61,,,,30
910046,gap,30,1,64,-1.04,-0.625,1.605,,,,30
915010,gap,30,1,64,-1.025,-0.68,1.6,,,,30
920054,gap,30,1,64,-1.06,-0.63,1.61,,,,30
925016,gap,30,1,64,-1.045,-0.645,1.605,,,,30
930009,gap,30,1,64,-1.05,-0.655,1.62,,,,30
935540,gap,30,1,64,-1.04,-0.665,1.62,,,,30
940046,gap,30,1,64,-1.03,-0.65,1.595,,,,30
945020,gap,30,1,64,-1.035,-0.67,1.615,,,,30
950036,gap,30,1,64,-1.03,-0.67,1.595,,,,30
955488,gap,30,1,64,-1.05,-0.665,1.6,,,,30
960034,gap,30,1,64,-1.045,-0.66,1.61,,,,30
965029,gap,30,1,64,-1.035,-0.655,1.59,,,,30
970045,gap,30,1,64,-1.03,-0.65,1.6,,,,30
975013,gap,30,1,64,-1.045,-0.65,1.595,,,,30
980014,gap,30,1,64,-1.05,-0.645,1.61,,,,30
985036,gap,30,1,64,-1.045,-0.65,1.6,,,,30
990031,gap,30,1,64,-1.05,-0.65,1.595,,,,30
995005,gap,30,1,64,-1.035,-0.65,1.61,,,,30
1000753,gap,30,1,64,-1.035,-0.655,1.61,,,,0
1005916,gap,30,1,64,-1.055,-0.655,1.6,,,,0
1010028,gap,30,1,64,-1.04,-0.65,1.61,,,,0
1015859,gap,30,1,64,-1.04,-0.65,1.6,,,,0
1020002,gap,30,1,64,-1.025,-0.66,1.62,,,,0
1025056,gap,30,1,64,-1.055,-0.655,1.575,,,,0
1030350,gap,30,1,64,-1.045,-0.655,1.58,,,,0
1035007,gap,30,1,64,-1.06,-0.595,1.71,,,,0
1040020,gap,30,1,64,-0.97,-0.73,1.76,,,,0
1045005,gap,30,1,64,-1.035,-0.62,1.805,,,,0
1050023,gap,30,1,64,-1.115,-0.64,1.655,,,,0
1055025,gap,30,1,64,-1.125,-0.645,1.62,,,,0
1060065,gap,30,1,64,-1.14,-0.635,1.59,,,,0
1065027,gap,30,1,64,-1.095,-0.675,1.565,,,,0
1070606,gap,30,1,64,-1.12,-0.62,1.62,,,,0
1075002,gap,30,1,64,-1.105,-0.66,1.555,,,,0
1080031,gap,30,1,64,-0.93,-0.58,1.83,,,,0
1085003,gap,30,1,64,-0.945,-0.66,1.67,,,,0
1090032,gap,30,1,64,-0.97,-0.69,1.53,,,,0
1095058,gap,30,1,64,-1.01,-0.68,1.615,,,,0
1100028,gap,30,1,64,-0.99,-0.775,1.41,,,,0
1105003,gap,30,1,64,-1.025,-0.735,1.395,,,,0
1110721,gap,30,1,64,-0.935,-0.65,1.735,,,,0
1115028,gap,30,1,64,-1.1,-0.65,1.67,,,,0
1120096,gap,30,1,64,-0.94,-0.68,1.52,,,,0
1125074,gap,30,1,64,-0.695,-0.585,1.845,,,,0
1130007,gap,30,1,64,-0.805,-0.26,2.615,,,,0
1135059,gap,30,1,64,-1.225,-0.225,2.69,,,,0
1140068,gap,30,1,64,-2.165,-0.255,2.29,,,,0
1145040,gap,30,1,64,-2.905,-0.59,1.52,,,,0
1150241,gap,30,1,64,-3.12,-0.52,1.57,,,,0
1155033,gap,30,1,64,-2.89,-0.515,1.655,,,,0
1160025,gap,30,1,64,-2.44,-0.485,1.52,,,,0
1165048,gap,30,1,64,-1.82,-0.4,1.555,,,,0
1170018,gap,30,1,64,-1.25,-0.48,1.53,,,,0
1175025,gap,30,1,64,-0.68,-0.645,1.47,,,,0
1180004,gap,30,1,64,-0.025,-0.86,1.595,,,,0
1185062,gap,30,1,64,0.285,-0.965,1.54,,,,0
1190074,gap,30,1,64,0.39,-0.92,1.66,,,,0
1195026,gap,30,1,64,0.31,-0.905,1.64,,,,0
1200047,gap,30,1,64,-0.01,-0.83,1.655,,,,0
1205064,gap,30,1,64,-0.495,-0.71,1.575,,,,0
1210052,gap,30,1,64,-0.96,-0.625,1.605,,,,0
1215013,gap,30,1,64,-1.32,-0.555,1.535,,,,0
1220053,gap,30,1,64,-1.56,-0.505,1.62,,,,0
1225010,gap,30,1,64,-1.735,-0.48,1.655,,,,0
1230017,gap,30,1,64,-1.84,-0.565,1.575,,,,0
1235695,gap,30,1,64,-1.88,-0.645,1.54,,,,0
1240032,gap,30,1,64,-1.77,-0.695,1.495,,,,0
1245062,gap,30,1,64,-1.555,-0.66,1.505,,,,0
1250055,gap,30,1,64,-1.335,-0.62,1.525,,,,0
1255026,gap,30,1,64,-1.005,-0.6,1.57,,,,0
1260019,gap,30,1,64,-0.79,-0.64,1.59,,,,0
1265016,gap,30,1,64,-0.67,-0.665,1.595,,,,0
1270058,gap,30,1,64,-0.485,-0.72,1.64,,,,0
1275021,gap,30,1,64,-0.45,-0.735,1.67,,,,0
1280550,gap,30,1,64,-0.5,-0.72,1.735,,,,0
1285085,gap,30,1,64,-0.625,-0.765,1.68,,,,0
1290003,gap,30,1,64,-0.795,-0.75,1.64,,,,0
1295986,gap,30,1,64,-1.035,-0.715,1.58,,,,0
1300071,gap,30,1,64,-1.18,-0.645,1.565,,,,0
1305049,gap,30,1,64,-1.275,-0.62,1.555,,,,0
1310032,gap,30,1,64,-1.375,-0.585,1.56,,,,0
1315001,gap,30,1,64,-1.41,-0.59,1.52,,,,0
1320040,gap,30,1,64,-1.395,-0.605,1.575,,,,0
1325036,gap,30,1,64,-1.355,-0.62,1.515,,,,0
1330033,gap,30,1,64,-1.28,-0.625,1.51,,,,0
1335051,gap,30,1,64,-1.175,-0.625,1.575,,,,0
1340079,gap,30,1,64,-1.005,-0.67,1.625,,,,0
1345629,gap,30,1,64,-0.905,-0.675,1.615,,,,0
1350089,gap,30,1,64,-0.82,-0.68,1.655,,,,0
1355018,gap,30,1,64,-0.775,-0.69,1.67,,,,0
1360948,gap,30,1,64,-0.765,-0.72,1.675,,,,0
1365001,gap,30,1,64,-0.765,-0.71,1.675,,,,0
1370884,gap,30,1,64,-0.845,-0.7,1.645,,,,0
1375884,gap,30,1,64,-0.935,-0.7,1.615,,,,0
1380025,gap,30,1,64,-1.025,-0.67,1.565,,,,0
1385020,gap,30,1,64,-1.145,-0.625,1.53,,,,0
1390083,gap,30,1,64,-1.23,-0.58,1.56,,,,0
1395002,gap,30,1,64,-1.275,-0.575,1.555,,,,0
1400194,gap,30,1,64,-1.3,-0.61,1.55,,,,0
1405065,gap,30,1,64,-1.29,-0.615,1.55,,,,0
1410043,gap,30,1,64,-1.23,-0.65,1.55,,,,0
1415013,gap,30,1,64,-1.18,-0.665,1.58,,,,0
1420071,gap,30,1,64,-1.065,-0.685,1.605,,,,0
1425000,gap,30,1,64,-0.965,-0.69,1.655,,,,0
1434269,gap,30,1,64,-0.815,-0.705,1.645,,,,0
1435196,gap,30,1,64,-0.835,-0.72,1.645,,,,0
1440029,gap,30,1,64,-0.79,-0.675,1.65,,,,0
1445066,gap,30,1,64,-0.835,-0.675,1.635,,,,0
1450030,gap,30,1,64,-0.885,-0.665,1.585,,,,0
1455039,gap,30,1,64,-0.94,-0.665,1.59,,,,0
1460048,gap,30,1,64,-1.06,-0.67,1.565,,,,0
1465057,gap,30,1,64,-1.14,-0.64,1.545,,,,0
1470089,gap,30,1,64,-1.175,-0.635,1.58,,,,0
1475017,gap,30,1,64,-1.25,-0.645,1.565,,,,0
1480034,gap,30,1,64,-1.25,-0.64,1.6,,,,0
1485066,gap,30,1,64,-1.24,-0.63,1.595,,,,0
1490017,gap,30,1,64,-1.2,-0.645,1.565,,,,0
1495019,gap,30,1,64,-1.12,-0.655,1.605,,,,0
1500025,gap,30,1,64,-1.01,-0.645,1.585,,,,0
1505038,gap,30,1,64,-0.94,-0.64,1.63,,,,0
1510049,gap,30,1,64,-0.86,-0.685,1.635,,,,0
1515032,gap,30,1,64,-0.83,-0.69,1.63,,,,0
1520052,gap,30,1,64,-0.835,-0.705,1.6,,,,0
1525001,gap,30,1,64,-0.85,-0.685,1.57,,,,0
1530030,gap,30,1,64,-0.95,-0.685,1.585,,,,0
1535019,gap,30,1,64,-1.045,-0.665,1.58,,,,0
1540046,gap,30,1,64,-1.12,-0.64,1.59,,,,0
1545274,gap,30,1,64,-1.16,-0.615,1.58,,,,0
1550037,gap,30,1,64,-1.205,-0.605,1.58,,,,0
1555014,gap,30,1,64,-1.235,-0.615,1.57,,,,0
1560104,gap,30,1,64,-1.215,-0.625,1.59,,,,0
1565014,gap,30,1,64,-1.16,-0.63,1.6,,,,0
1571415,gap,30,1,64,-1.06,-0.665,1.605,,,,0
1575447,gap,30,1,64,-1.02,-0.685,1.6,,,,0
1580583,gap,30,1,64,-0.955,-0.695,1.605,,,,0
1585197,gap,30,1,64,-0.895,-0.685,1.605,,,,0
1590040,gap,30,1,64,-0.88,-0.68,1.62,,,,0
1595019,gap,30,1,64,-0.875,-0.675,1.62,,,,0
1600037,gap,30,1,64,-0.93,-0.645,1.61,,,,0
1605139,gap,30,1,64,-0.975,-0.66,1.58,,,,0
1610033,gap,30,1,64,-1.02,-0.65,1.585,,,,0
1615113,gap,30,1,64,-1.1,-0.645,1.58,,,,0
1620093,gap,30,1,64,-1.155,-0.65,1.595,,,,0
1625040,gap,30,1,64,-1.16,-0.63,1.595,,,,0
1630027,gap,30,1,64,-1.19,-0.63,1.585,,,,0
1635028,gap,30,1,64,-1.145,-0.65,1.59,,,,0
1640093,gap,30,1,64,-1.145,-0.64,1.6,,,,0
1645282,gap,30,1,64,-1.085,-0.645,1.59,,,,0
1650025,gap,30,1,64,-1.05,-0.645,1.595,,,,0
1655008,gap,30,1,64,-0.985,-0.665,1.6,,,,0
1660162,gap,30,1,64,-0.935,-0.675,1.605,,,,0
1665038,gap,30,1,64,-0.94,-0.685,1.615,,,,0
1670200,gap,30,1,64,-0.945,-0.695,1.605,,,,0
1675002,gap,30,1,64,-0.97,-0.685,1.62,,,,0
1680105,gap,30,1,64,-0.995,-0.67,1.61,,,,0
1685063,gap,30,1,64,-1.04,-0.655,1.6,,,,0
1690053,gap,30,1,64,-1.08,-0.655,1.59,,,,0
1695047,gap,30,1,64,-1.12,-0.64,1.585,,,,0
1700048,gap,30,1,64,-1.13,-0.625,1.585,,,,0
1705297,gap,30,1,64,-1.12,-0.62,1.595,,,,0
1710149,gap,30,1,64,-1.125,-0.64,1.595,,,,0
1715136,gap,30,1,64,-1.095,-0.655,1.58,,,,0
1720508,gap,30,1,64,-1.07,-0.665,1.585,,,,0
1725663,gap,30,1,64,-1.045,-0.665,1.59,,,,0
1730267,gap,30,1,64,-1.02,-0.67,1.6,,,,0
1735285,gap,30,1,64,-0.99,-0.655,1.61,,,,0
1740022,gap,30,1,64,-0.98,-0.69,1.605,,,,0
1745463,gap,30,1,64,-0.98,-0.67,1.6,,,,0
1750343,gap,30,1,64,-0.995,-0.66,1.6,,,,0
1755216,gap,30,1,64,-1.025,-0.665,1.61,,,,0
1760046,gap,30,1,64,-1.035,-0.66,1.615,,,,0
1765217,gap,30,1,64,-1.07,-0.655,1.59,,,,0
1770077,gap,30,1,64,-1.08,-0.655,1.6,,,,0
1775016,gap,30,1,64,-1.09,-0.635,1.59,,,,0
1780162,gap,30,1,64,-1.115,-0.655,1.595,,,,0
1785009,gap,30,1,64,-1.11,-0.665,1.59,,,,0
1791057,gap,30,1,64,-1.08,-0.65,1.605,,,,0
1795698,gap,30,1,64,-1.07,-0.64,1.605,,,,0
1800002,gap,30,1,64,-1.06,-0.66,1.605,,,,0
1805066,gap,30,1,64,-1.015,-0.66,1.605,,,,0
1810090,gap,30,1,64,-1.015,-0.655,1.6,,,,0
1815005,gap,30,1,64,-0.99,-0.66,1.595,,,,0
1820049,gap,30,1,64,-0.995,-0.665,1.605,,,,0
1825018,gap,30,1,64,-1.005,-0.665,1.625,,,,0
1830052,gap,30,1,64,-1,-0.67,1.605,,,,0
1835104,gap,30,1,64,-1.025,-0.675,1.605,,,,0
1840024,gap,30,1,64,-1.04,-0.67,1.595,,,,0
1845010,gap,30,1,64,-1.05,-0.625,1.59,,,,0
1850006,gap,30,1,64,-1.085,-0.63,1.59,,,,0
1855023,gap,30,1,64,-1.075,-0.65,1.58,,,,0
1860018,gap,30,1,64,-1.09,-0.635,1.58,,,,0
1865008,gap,30,1,64,-1.09,-0.655,1.59,,,,0
1870030,gap,30,1,64,-1.09,-0.655,1.595,,,,0
1875034,gap,30,1,64,-1.075,-0.645,1.595,,,,0
1880021,gap,30,1,64,-1.055,-0.64,1.6,,,,0
1885498,gap,30,1,64,-1.045,-0.66,1.6,,,,0
1890570,gap,30,1,64,-1.01,-0.675,1.61,,,,0
1895039,gap,30,1,64,-1,-0.665,1.595,,,,0
1900124,gap,30,1,64,-1.01,-0.67,1.595,,,,0
1905105,gap,30,1,64,-0.985,-0.665,1.61,,,,0
1910567,gap,30,1,64,-1.01,-0.665,1.58,,,,0
1915088,gap,30,1,64,-1.02,-0.655,1.58,,,,0
1920096,gap,30,1,64,-1.055,-0.665,1.59,,,,0
1925253,gap,30,1,64,-1.075,-0.645,1.59,,,,0
1930092,gap,30,1,64,-1.075,-0.645,1.6,,,,0
1935116,gap,30,1,64,-1.09,-0.63,1.6,,,,0
1940053,gap,30,1,64,-1.105,-0.655,1.6,,,,0
1945159,gap,30,1,64,-1.095,-0.635,1.595,,,,0
1950006,gap,30,1,64,-1.085,-0.65,1.59,,,,0
1955063,gap,30,1,64,-1.065,-0.66,1.61,,,,0
1960028,gap,30,1,64,-1.015,-0.665,1.61,,,,0
1965006,gap,30,1,64,-1.025,-0.66,1.61,,,,0
1970028,gap,30,1,64,-1.01,-0.665,1.6,,,,0
1975005,gap,30,1,64,-1.02,-0.67,1.61,,,,0
1980056,gap,30,1,64,-0.98,-0.67,1.6,,,,0
1985011,gap,30,1,64,-1.005,-0.675,1.59,,,,0
1990033,gap,30,1,64,-1.02,-0.66,1.59,,,,0
1995044,gap,30,1,64,-1.04,-0.655,1.595,,,,0
2000014,zero,30,1,64,-1.05,-0.68,1.585,,,,0
2005000,zero,30,1,64,-1.075,-0.665,1.59,,,,0
2010047,zero,30,1,64,-1.08,-0.665,1.585,,,,0
2015047,zero,30,1,64,-1.1,-0.645,1.605,,,,0
2020045,zero,30,1,64,-1.085,-0.65,1.605,,,,0
2025053,zero,30,1,64,-1.075,-0.65,1.615,,,,0
2030001,zero,30,1,64,-1.06,-0.67,1.605,,,,0
2035172,zero,30,1,64,-1.025,-0.635,1.61,,,,0
2040034,zero,30,1,64,-1.025,-0.665,1.605,,,,0
2045124,zero,30,1,64,-1.005,-0.665,1.59,,,,0
2050264,zero,30,1,64,-1.01,-0.68,1.61,,,,0
2055573,zero,30,1,64,-0.995,-0.675,1.605,,,,0
2060468,zero,30,1,64,-1.005,-0.66,1.585,,,,0
2065846,zero,30,1,64,-1.02,-0.65,1.595,,,,0
2071337,zero,30,1,64,-1.055,-0.645,1.57,,,,0
2075411,zero,30,1,64,-1.06,-0.635,1.59,,,,0
2080589,zero,30,1,64,-1.09,-0.655,1.59,,,,0
2085630,zero,30,1,64,-1.095,-0.655,1.59,,,,0
2090605,zero,30,1,64,-1.08,-0.65,1.6,,,,0
2095104,zero,30,1,64,-1.095,-0.645,1.605,,,,0
2100141,zero,30,1,64,-1.075,-0.655,1.605,,,,0
2105091,zero,30,1,64,-1.05,-0.655,1.61,,,,0
2110076,zero,30,1,64,-1.025,-0.68,1.6,,,,0
2115019,zero,30,1,64,-1.01,-0.655,1.585,,,,0
2120710,zero,30,1,64,-1,-0.665,1.605,,,,0
2125781,zero,30,1,64,-0.995,-0.68,1.615,,,,0
2130024,zero,30,1,64,-1.01,-0.65,1.6,,,,0
2135038,zero,30,1,64,-1.01,-0.655,1.59,,,,0
2140098,zero,30,1,64,-1.045,-0.66,1.595,,,,0
2145105,zero,30,1,64,-1.07,-0.65,1.605,,,,0
2150133,zero,30,1,64,-1.08,-0.65,1.585,,,,0
2155047,zero,30,1,64,-1.095,-0.65,1.585,,,,0
2160040,zero,30,1,64,-1.1,-0.65,1.595,,,,0
2165026,zero,30,1,64,-1.075,-0.64,1.595,,,,0
2170038,zero,30,1,64,-1.06,-0.64,1.605,,,,0
2175051,zero,30,1,64,-1.055,-0.645,1.6,,,,0
2180074,zero,30,1,64,-1.035,-0.655,1.595,,,,0
2185077,zero,30,1,64,-1.025,-0.65,1.605,,,,0
2190046,zero,30,1,64,-1.01,-0.665,1.6,,,,0
2195006,zero,30,1,64,-1.02,-0.655,1.61,,,,0
2200026,zero,30,1,64,-1.015,-0.67,1.6,,,,0
