Time,P1_x,P1_y,P2_x,P2_y,P3_x,P3_y,angle1to2,angle2to3,jointAngle
0.03336666666666667,535.9999,476.00024,711.9999,470.99985,977.9998779296875,729.0,-1.6274123,44.12534016408216,-45.75275248326551
0.050050000000000004,535.8837,475.99896,711.99164,470.99295,977.9237060546875,729.0079956054688,-1.6282411,44.13430676977651,-45.762547831940815
0.06673333333333334,535.90216,475.96198,711.94855,471.01328,977.8869018554688,729.0121459960938,-1.6101719,44.131834754699234,-45.74200666879988
0.08341666666666667,535.9259,475.9633,711.8968,471.01413,977.8783569335938,729.0099487304688,-1.6110114,44.126843516549044,-45.73785490246671
0.10010000000000001,535.8851,475.99496,711.8793,471.03525,977.8390502929688,729.0088500976562,-1.6142329,44.12672347802397,-45.74095637578245
0.11678333333333334,535.8904,476.06836,711.89325,471.04504,977.8540649414062,729.0184326171875,-1.6348407,44.12658805345424,-45.76142878030666
0.13346666666666668,535.8551,476.07635,711.8686,471.05045,977.8243408203125,729.0270385742188,-1.6355858,44.12748915366806,-45.76307493858017
0.15015,535.8438,476.13843,711.808,471.12646,977.83837890625,729.05810546875,-1.6315064,44.1144634652569,-45.74596990828058
0.16683333333333333,535.83264,476.1228,711.8115,471.12845,977.81298828125,729.0513305664062,-1.6256417,44.11660524779819,-45.74224695140384
0.18351666666666666,535.80896,476.1267,711.8019,471.12878,977.7862548828125,729.11669921875,-1.6266736,44.12566398841453,-45.75233756763053
0.20020000000000002,535.803,476.16888,711.79803,471.13608,977.76611328125,729.1137084960938,-1.6380005,44.12627692022621,-45.76427740850746
0.21688333333333334,535.7731,476.19583,711.75214,471.14798,977.7660522460938,729.1135864257812,-1.6430436,44.120007792599516,-45.76305142987521
0.23356666666666667,535.78375,476.19238,711.7614,471.1468,977.7344360351562,729.1286010742188,-1.6423221,44.126208723943925,-45.76853078738997
0.25025000000000003,535.7599,476.20197,711.7489,471.17184,977.7345581054688,729.128662109375,-1.6371831,44.12207424366001,-45.75925731384281
0.26693333333333336,535.65393,476.17197,711.7505,471.1842,977.7349243164062,729.1366577148438,-1.6224129,44.12172122723293,-45.7441341472311
0.2836166666666667,535.6575,476.1771,711.71497,471.1934,977.7345581054688,729.1365966796875,-1.6214529,44.11691028315225,-45.73836321074167
0.3003,535.66797,476.20572,711.7186,471.18698,977.7324829101562,729.1175537109375,-1.6329085,44.11612528643221,-45.749033749910296
0.31698333333333334,535.66693,476.2047,711.72205,471.18536,977.732666015625,729.1176147460938,-1.6330657,44.11665983075532,-45.74972553128632
0.33366666666666667,535.65283,476.2241,711.7081,471.18054,977.701171875,729.08642578125,-1.6409334,44.115624766866596,-45.75655816129866
0.35035,535.6566,476.22833,711.6934,471.18997,977.6919555664062,729.0824584960938,-1.6394185,44.1135459572755,-45.752964440055955
0.3670333333333333,535.6576,476.2307,711.6756,471.18793,977.6386108398438,729.1385498046875,-1.6410327,44.12382438203471,-45.764857077804976
0.38371666666666665,535.65857,476.22284,711.6714,471.20898,977.5970458984375,729.151611328125,-1.6316713,44.126958690482674,-45.758629999953804
0.40040000000000003,535.65436,476.22757,711.66516,471.18668,977.6116943359375,729.1613159179688,-1.6404845,44.12826466996372,-45.76874912221134
0.41708333333333336,535.6506,476.2308,711.6129,471.20987,977.615234375,729.1777954101562,-1.6344426,44.121513562275325,-45.75595613010064
0.4337666666666667,535.6092,476.2416,711.63556,471.21658,977.6097412109375,729.1904296875,-1.6351783,44.12519978061662,-45.76037810817704
0.45045,535.57806,476.25592,711.6458,471.21207,977.6416015625,729.1749267578125,-1.6409167,44.121654267480245,-45.762570972611776
0.46713333333333334,535.5868,476.26575,711.6243,471.23938,977.6231689453125,729.2002563476562,-1.6355113,44.121105558648324,-45.756616837754464
0.4838166666666667,535.5845,476.2819,711.64557,471.27298,977.6165771484375,729.2039184570312,-1.6296165,44.12077842562133,-45.750394924568475
0.5005000000000001,535.5923,476.27795,711.6015,471.26053,977.5677490234375,729.164794921875,-1.6328659,44.11832976845498,-45.751195674216696
0.5171833333333333,535.54614,476.2656,711.5949,471.26654,977.6243896484375,729.1790161132812,-1.626525,44.112434330352485,-45.73895937479371
0.5338666666666667,535.54474,476.2709,711.5862,471.2769,977.6029052734375,729.1853637695312,-1.6249552,44.11336354569884,-45.73831872300597
0.55055,535.5433,476.28098,711.58124,471.25577,977.609619140625,729.18359375,-1.6351303,44.114256769787005,-45.74938705600374
0.5672333333333334,535.5345,476.2791,711.5857,471.23492,977.6126708984375,729.1865234375,-1.6411798,44.11704696536962,-45.75822676540319
0.5839166666666666,535.542,476.28403,711.5892,471.24945,977.5635986328125,729.1762084960938,-1.6380913,44.11994629989502,-45.75803762565491
0.6006,535.5353,476.23154,711.60297,471.2464,977.5844116210938,729.1748657226562,-1.6218255,44.11938037778346,-45.74120583440272
0.6172833333333333,535.54456,476.32098,711.5856,471.2736,977.5718994140625,729.1942749023438,-1.6423169,44.117990779498044,-45.76030771694464
0.6339666666666667,535.53235,476.30692,711.57434,471.2672,977.57177734375,729.1940307617188,-1.6398069,44.117475939847665,-45.75728280649348
0.6506500000000001,535.5337,476.2708,711.54865,471.28864,977.5460815429688,729.1478881835938,-1.6213483,44.10997401269222,-45.73132227452541
0.6673333333333333,535.52435,476.26917,711.5516,471.292,977.531005859375,729.135498046875,-1.6196076,44.11016362670928,-45.72977119449645
0.6840166666666667,535.54877,476.2643,711.59766,471.27972,977.5416259765625,729.1476440429688,-1.6218199,44.116692616834385,-45.73851247061704
0.7007,535.53766,476.2711,711.56525,471.28778,977.5463256835938,729.1744384765625,-1.6215992,44.11477793309173,-45.736377130479426
0.7173833333333334,535.5138,476.2861,711.5513,471.2716,977.5079345703125,729.1515502929688,-1.6316512,44.11666087553024,-45.74831203863144
0.7340666666666666,535.51404,476.29056,711.5462,471.28864,977.5081176757812,729.1513671875,-1.6276114,44.11418452047501,-45.741795919171906
0.75075,535.5358,476.26398,711.5301,471.3187,977.5210571289062,729.1569213867188,-1.6095368,44.108335472940354,-45.717872239946274
0.7674333333333333,535.5136,476.2759,711.52454,471.31653,977.5205688476562,729.1654663085938,-1.6139704,44.10897968171214,-45.722950080615036
0.7841166666666667,535.5373,476.2916,711.5422,471.32748,977.52197265625,729.168212890625,-1.6155643,44.10981579779226,-45.725380144105735
0.8008000000000001,535.5092,476.28897,711.5367,471.32883,977.521484375,729.1675415039062,-1.614067,44.10905332243877,-45.7231202808662
0.8174833333333333,535.53125,476.30362,711.5199,471.31866,977.478515625,729.1516723632812,-1.622494,44.11123848737694,-45.733732469692
0.8341666666666667,535.5442,476.2907,711.53314,471.316,977.5147705078125,729.1854858398438,-1.6191555,44.11281101401312,-45.73196654017431
0.85085,535.52094,476.2861,711.5491,471.3133,977.5364990234375,729.1908569335938,-1.6181798,44.11308479694762,-45.73126459507384
0.8675333333333334,535.52167,476.28253,711.538,471.3398,977.552978515625,729.1936645507812,-1.6085011,44.107488570222685,-45.71598964692099
0.8842166666666667,535.51373,476.2696,711.55206,471.3162,977.5195922851562,729.1705932617188,-1.6117741,44.112654817956226,-45.724428904908436
0.9009,535.5114,476.27127,711.5142,471.30933,977.4981079101562,729.1610717773438,-1.6148788,44.11059899265302,-45.72547776634229
0.9175833333333333,535.4894,476.28488,711.4973,471.31177,977.481689453125,729.1610107421875,-1.6184648,44.11026853354223,-45.72873336107977
0.9342666666666667,535.48553,476.28323,711.49884,471.3282,977.5032348632812,729.1730346679688,-1.612539,44.10762543600952,-45.72016448897278
0.95095,535.48083,476.26868,711.514,471.3018,977.4924926757812,729.1951293945312,-1.6162083,44.11579597637681,-45.73200429127244
0.9676333333333333,535.4988,476.24655,711.4982,471.31638,977.4923095703125,729.195068359375,-1.6045755,44.11249399145566,-45.717069506249054
0.9843166666666667,535.46686,476.26965,711.50696,471.31458,977.5064697265625,729.2158813476562,-1.6123037,44.114420067003714,-45.7267238008294
1.0010000000000001,535.4741,476.2693,711.50757,471.31815,977.5057373046875,729.2194213867188,-1.6110842,44.114561225388684,-45.72564544818226
1.0176833333333333,535.52045,476.3286,711.5339,471.30807,977.512939453125,729.194580078125,-1.6338394,44.11497782604055,-45.74881719486074
1.0343666666666667,535.4896,476.28342,711.5343,471.29105,977.5254516601562,729.2009887695312,-1.6243894,44.11627908462921,-45.74066849464813
1.05105,535.4874,476.26794,711.51843,471.27957,977.5257568359375,729.2010498046875,-1.6232153,44.11581866122895,-45.739033978955085
1.0677333333333334,535.5084,476.31497,711.4962,471.2995,977.516357421875,729.1968994140625,-1.6324294,44.111765694558954,-45.74419505590234
1.0844166666666666,535.5037,476.32916,711.53595,471.34918,977.5159301757812,729.226318359375,-1.6204747,44.11383897820492,-45.73431367436428
1.1011,535.4785,476.32007,711.4773,471.33356,977.5175170898438,729.2230834960938,-1.6229068,44.10873012562328,-45.73163692970806
