time_s,fz_lp_N,state
5.002492999999999,-0.21418601258150669,meas
5.007422,-0.2421712171897126,meas
5.012452,-0.27940755024845376,meas
5.01849,-0.32615150882900634,meas
5.022893,-0.38098202277760174,meas
5.027468,-0.44020711845073557,meas
5.032487,-0.49765846677629644,meas
5.038517,-0.5448773982154297,meas
5.043502,-0.572445988114877,meas
5.047429999999999,-0.5733500123003732,meas
5.052682,-0.5464611145973133,meas
5.057423,-0.49740785544076327,meas
5.063403,-0.4366451323494131,meas
5.067468,-0.37602919959563247,meas
5.072462,-0.32560966643502604,meas
5.078174,-0.2919680022519512,meas
5.082447999999999,-0.2776809902063189,meas
5.087447,-0.28103717266711725,meas
5.09247,-0.29632663430539996,meas
5.097441,-0.3154375792903227,meas
5.102429,-0.330508075840909,meas
5.107629,-0.3361464378765828,meas
5.112444,-0.3301032127572864,meas
5.1174219999999995,-0.31280278683039603,meas
5.122458,-0.28653681407047055,meas
5.127465,-0.2545417882829138,meas
5.132567,-0.22007403896928693,meas
5.137426,-0.18572387470981844,meas
5.1431119999999995,-0.15307442673178745,meas
5.148111999999999,-0.12280002538640912,meas
5.152756999999999,-0.09518773799696208,meas
5.157634,-0.07065583348097135,meas
5.162469,-0.0498562414252189,meas
5.167460999999999,-0.03336883374428347,meas
5.172441,-0.02133355999435424,meas
5.177794,-0.013373770286755461,meas
5.182418999999999,-0.008747021582408053,meas
5.1879029999999995,-0.006503856653666002,meas
5.192476999999999,-0.0056674743959679325,meas
5.197749,-0.005439778913531872,meas
5.202497999999999,-0.005263918489256896,meas
5.207711,-0.004725931373453074,meas
5.212737,-0.003599330849593472,meas
5.21746,-0.001980141279481789,meas
5.222871,-0.00015354020155147294,meas
5.227526,0.001601327013071082,meas
5.232469,0.003025769463458892,meas
5.237445999999999,0.003949872244074432,meas
5.242821999999999,0.004413834888334507,meas
5.247463,0.004586413515488844,meas
5.252498,0.004587037160786618,meas
5.257968,0.004477209454524973,meas
5.262536,0.0043542215872471,meas
5.267672999999999,0.004364302962683764,meas
5.27244,0.0046435705620697584,meas
5.277458,0.005267097151826695,meas
5.283015,0.00622065982156628,meas
5.287758999999999,0.007416497361828964,meas
5.293085,0.008765677131531636,meas
5.297804,0.010182218521717164,meas
5.302745,0.011501038767654624,meas
5.3149169999999994,0.012492781735861507,meas
5.316343,0.012970842529315699,meas
5.318853,0.012845041573481748,meas
5.322416,0.012136087613228165,meas
5.327675,0.010998675382485432,meas
5.332568,0.009715283355904738,meas
5.33796,0.008621540097233453,meas
5.343362,0.007970103092138803,meas
5.3476799999999995,0.007827528365395036,meas
5.352733,0.008086738888076588,meas
5.357444,0.008522273852481069,meas
5.362477999999999,0.008842101867242914,meas
5.367433999999999,0.008822624408829093,meas
5.372447,0.008478973396245426,meas
5.3774619999999995,0.008074533423696878,meas
5.3824179999999995,0.007938146582026812,meas
5.3875519999999995,0.008294135733169625,meas
5.392446,0.009243741951912016,meas
5.397520999999999,0.010779851916700795,meas
5.402476,0.012758703866155944,meas
5.407433999999999,0.014853859394103311,meas
5.412469,0.01649724803594918,meas
5.417437,0.016967567096658934,meas
5.4225449999999995,0.01566576774537983,meas
5.427658999999999,0.01230139730878167,meas
5.432436,0.006872635578258171,meas
5.437479,-0.0003845776029825372,meas
5.442474,-0.00894014288300939,meas
5.447445999999999,-0.01775549695844651,meas
5.4525049999999995,-0.02506197026293599,meas
5.457464,-0.02868556078074535,meas
5.462571,-0.026902891833942007,meas
5.467553,-0.01883036717503279,meas
5.472576999999999,-0.004070370941192918,meas
5.477488999999999,0.017553676358269012,meas
5.4825029999999995,0.045889140551414964,meas
5.4875739999999995,0.08034462301511228,meas
5.492592999999999,0.1195773900538159,meas
5.4974289999999995,0.1606624531667465,meas
5.502533,0.19865106262023396,meas
5.50754,0.2279887879362565,meas
5.5126,0.24527154206077006,meas
5.5176099999999995,0.25076119993158774,meas
5.522423,0.24755588655224803,meas
5.527448,0.23957927750561223,meas
5.532461,0.2296811750064166,meas
5.537491,0.21861249828678622,meas
5.542495,0.20518347714600055,meas
5.547632,0.18745254819428434,meas
5.552429,0.1642216432350592,meas
5.557416,0.1358719567868731,meas
5.562468,0.10426593474817966,meas
5.5674209999999995,0.07211960562411857,meas
5.572442,0.04228418930690201,meas
5.577604,0.017151548658642386,meas
5.582443,-0.0017261637638167982,meas
5.587454999999999,-0.013674301670796194,meas
5.592422,-0.018637684192539025,meas
5.598177,-0.0169293986581879,meas
5.602478,-0.00913870438815262,meas
5.607425999999999,0.0038391176056287216,meas
5.612423,0.020700908316235937,meas
5.618173,0.039734239207880516,meas
5.622705,0.05894836814395457,meas
5.6274489999999995,0.0762224223500268,meas
5.632541,0.0896655499598221,meas
5.637518,0.09814582049329608,meas
5.642545999999999,0.1014525575761959,meas
5.647546999999999,0.10000861501261478,meas
5.6524779999999994,0.09459688757406332,meas
5.657439,0.08625176543308216,meas
5.662525,0.07606061830031476,meas
5.667458,0.0649098098173916,meas
5.672428,0.053450827196145245,meas
5.677423,0.04222765799116733,meas
5.682446,0.03172003769165652,meas
5.68743,0.02228435824809749,meas
5.692449,0.014160106326666897,meas
5.697471999999999,0.007566432825090223,meas
5.702418,0.002688509350168792,meas
5.70759,-0.0004923374922455367,meas
5.712457,-0.002296918738403361,meas
5.717496,-0.0032143754299243156,meas
5.722423,-0.003649691541093938,meas
5.727447,-0.00381843367477976,meas
5.732437,-0.003851002907780837,meas
5.737426999999999,-0.003925061399273306,meas
5.743211,-0.004289388832042891,meas
5.747477,-0.005155327383047544,meas
5.752438,-0.006554160600222973,meas
5.758204999999999,-0.00832827149044265,meas
5.762455999999999,-0.01022760210244897,meas
5.768211,-0.011958933222981062,meas
5.772736,-0.01321531908282735,meas
5.778313,-0.013751155438830301,meas
5.782426,-0.01346797206838892,meas
5.788296,-0.01246910319025648,meas
5.792929,-0.011040069698942301,meas
5.797642,-0.009541198169652827,meas
5.8024439999999995,-0.008257165288444994,meas
5.807595999999999,-0.007294635925248112,meas
5.812463,-0.006597740841588557,meas
5.817425,-0.00604263554800473,meas
5.822578,-0.005532870089465787,meas
5.827420999999999,-0.005058722550690301,meas
5.832479999999999,-0.0047086290713642615,meas
5.837479,-0.004623347794101761,meas
5.8424819999999995,-0.004889065368667005,meas
5.847422,-0.00545006094185152,meas
5.8524199999999995,-0.0061470658562153635,meas
5.857475,-0.006822134705549134,meas
5.862417,-0.007371997553560458,meas
5.867433999999999,-0.007770015426214255,meas
5.8725,-0.008092141537582634,meas
5.877472,-0.00848120588300967,meas
5.882453,-0.00906461179876979,meas
5.88748,-0.009921586598156994,meas
5.8925469999999995,-0.011076932924478582,meas
5.897615999999999,-0.01249544349746007,meas
5.9026309999999995,-0.014098698285819966,meas
5.907667,-0.01578257320214762,meas
5.9124229999999995,-0.017439293295101303,meas
5.917615,-0.018890936521990274,meas
5.9226339999999995,-0.01969192293937532,meas
5.927436999999999,-0.019144898071632662,meas
5.932466,-0.016644098724972144,meas
5.937493,-0.011900140815558407,meas
5.942619,-0.0048819277478782536,meas
5.947845999999999,0.0042578495098712895,meas
5.952819,0.01509114837555611,meas
5.9574419999999995,0.026721622335271006,meas
5.962482,0.03780269806618295,meas
5.967467,0.046888414536813375,meas
5.972468,0.052749525456226805,meas
5.978018,0.0543073429915724,meas
5.982469,0.05025753422754398,meas
5.987445,0.038794626161727075,meas
5.992427,0.017849733129341232,meas
5.997485999999999,-0.014414257481421703,meas
6.002478,-0.05939594025026513,meas
6.007446,-0.11791283790654059,meas
6.012416,-0.18984958302320507,meas
6.018147,-0.273838006227665,meas
6.022456,-0.36687159615772064,meas
6.028147,-0.4636787972321767,meas
6.033143,-0.5561579881087634,meas
6.037515,-0.6334908776206568,meas
6.042471,-0.6840806523717801,meas
6.047471,-0.6994512709175695,meas
6.052434,-0.6777066606948974,meas
6.057455,-0.6242981332571927,meas
6.06245,-0.5500462326449814,meas
6.067667999999999,-0.46766357542782216,meas
6.072420999999999,-0.38852426721728983,meas
6.077490999999999,-0.32078468467279775,meas
6.082517999999999,-0.2687070894376187,meas
6.0874369999999995,-0.23265319365608692,meas
6.092474999999999,-0.20964540964817557,meas
6.097434,-0.1947400817456204,meas
6.102504,-0.18299434022391833,meas
6.107468,-0.1709693076644326,meas
6.113760999999999,-0.1570343993082925,meas
6.1178859999999995,-0.1408567185701956,meas
6.122471,-0.12278399852713899,meas
6.127428,-0.10357885535216078,meas
6.1324749999999995,-0.08439563406300454,meas
6.137620999999999,-0.06651904145249797,meas
6.142424999999999,-0.05090758160360716,meas
6.147418,-0.03794492011237006,meas
6.152416,-0.027547523199952222,meas
6.158122,-0.019439262862727257,meas
6.1624859999999995,-0.01331976859786577,meas
6.167523999999999,-0.008922182400741234,meas
6.172537,-0.006010053829209739,meas
6.178794,-0.004265919109230263,meas
6.182518,-0.003190461977110016,meas
6.187492,-0.002166390225522566,meas
6.192495999999999,-0.0006478360054827859,meas
6.197474,0.001610372112174297,meas
6.202484999999999,0.00436699936539263,meas
6.208042,0.006948187706078111,meas
6.212732,0.008589894987436432,meas
6.217427,0.00877314322725006,meas
