t_us,state,A_deg,f_hz,status,Fx,Fy,Fz,Mx,My,Mz,target_angle
345053,gap,40,0.5,64,-1.045,-0.68,1.715,0.02165,0.01465,0.0128,0
350056,gap,40,0.5,64,-1.055,-0.66,1.72,0.0216,0.0147,0.0128,0
355261,gap,40,0.5,64,-1.065,-0.69,1.71,0.0216,0.01465,0.0128,0
360245,gap,40,0.5,64,-1.045,-0.655,1.72,0.02165,0.0146,0.0128,0
365534,gap,40,0.5,64,-1.07,-0.665,1.725,0.02155,0.01455,0.01275,0
370231,gap,40,0.5,64,-1.055,-0.66,1.715,0.02155,0.0146,0.01285,0
375148,gap,40,0.5,64,-1.055,-0.66,1.725,0.0216,0.0146,0.01275,0
380429,gap,40,0.5,64,-1.05,-0.67,1.72,0.02165,0.0146,0.0128,0
385015,gap,40,0.5,64,-1.06,-0.675,1.72,0.02165,0.0146,0.0128,0
390023,gap,40,0.5,64,-1.065,-0.69,1.72,0.0217,0.0146,0.01285,0
395166,gap,40,0.5,64,-1.08,-0.67,1.71,0.0216,0.0146,0.0128,0
400222,gap,40,0.5,64,-1.055,-0.665,1.725,0.0216,0.0146,0.0128,0
405049,gap,40,0.5,64,-1.06,-0.66,1.71,0.02155,0.01465,0.01285,0
410180,gap,40,0.5,64,-1.045,-0.67,1.715,0.0215,0.0147,0.0128,0
415023,gap,40,0.5,64,-1.045,-0.675,1.72,0.0216,0.0147,0.0129,0
420126,gap,40,0.5,64,-1.04,-0.68,1.72,0.0215,0.0146,0.0128,0
425047,gap,40,0.5,64,-1.055,-0.66,1.71,0.0216,0.0147,0.01275,0
430066,gap,40,0.5,64,-1.05,-0.665,1.705,0.0216,0.01465,0.01285,0
435076,gap,40,0.5,64,-1.065,-0.66,1.72,0.0217,0.0147,0.0127,0
440140,gap,40,0.5,64,-1.065,-0.66,1.72,0.0216,0.0147,0.01275,0
445218,gap,40,0.5,64,-1.065,-0.655,1.72,0.0217,0.0147,0.0128,0
450122,gap,40,0.5,64,-1.06,-0.675,1.715,0.02155,0.01465,0.01285,0
455068,gap,40,0.5,64,-1.07,-0.655,1.725,0.02165,0.01465,0.01275,0
460194,gap,40,0.5,64,-1.04,-0.675,1.725,0.02165,0.0146,0.0129,0
465575,gap,40,0.5,64,-1.055,-0.67,1.705,0.0216,0.01465,0.01285,0
470092,gap,40,0.5,64,-1.055,-0.66,1.725,0.0217,0.01455,0.0128,0
475048,gap,40,0.5,64,-1.07,-0.67,1.72,0.02155,0.01455,0.0128,0
480136,gap,40,0.5,64,-1.04,-0.675,1.73,0.0216,0.01455,0.0128,0
485082,gap,40,0.5,64,-1.06,-0.67,1.715,0.02155,0.0146,0.01275,0
490039,gap,40,0.5,64,-1.065,-0.655,1.71,0.0217,0.0147,0.01275,0
495007,gap,40,0.5,64,-1.06,-0.67,1.705,0.02155,0.01465,0.0128,0
500023,gap,40,0.5,64,-1.065,-0.665,1.715,0.0215,0.0146,0.0128,30
505043,gap,40,0.5,64,-1.07,-0.66,1.725,0.02155,0.0146,0.01275,30
510034,gap,40,0.5,64,-1.055,-0.675,1.72,0.02155,0.01465,0.0128,30
515027,gap,40,0.5,64,-1.04,-0.685,1.715,0.0216,0.0146,0.0128,30
520016,gap,40,0.5,64,-1.06,-0.685,1.7,0.02155,0.0147,0.01275,30
525016,gap,40,0.5,64,-1.045,-0.715,1.68,0.02115,0.01475,0.01225,30
530002,gap,40,0.5,64,-1.045,-0.66,1.735,0.0211,0.01505,0.01255,30
535185,gap,40,0.5,64,-1.1,-0.605,1.85,0.0191,0.015,0.00735,30
540026,gap,40,0.5,64,-0.995,-0.6,1.915,0.01765,0.0161,0.0132,30
545049,gap,40,0.5,64,-1.05,-0.625,1.705,0.01685,0.01675,0.013,30
550479,gap,40,0.5,64,-1,-0.6,1.795,0.01575,0.0174,0.01415,30
555017,gap,40,0.5,64,-1.045,-0.61,1.775,0.0164,0.0175,0.01125,30
560049,gap,40,0.5,64,-1.05,-0.71,1.54,0.0191,0.0182,0.0122,30
565224,gap,40,0.5,64,-1.055,-0.71,1.575,0.0213,0.01925,0.0166,30
570701,gap,40,0.5,64,-1.06,-0.66,1.78,0.022,0.01795,0.0111,30
575069,gap,40,0.5,64,-1.02,-0.655,1.835,0.0226,0.0175,0.0111,30
580070,gap,40,0.5,64,-1.025,-0.66,1.76,0.0223,0.01785,0.01055,30
585031,gap,40,0.5,64,-1,-0.645,1.77,0.0205,0.01825,0.01125,30
590902,gap,40,0.5,64,-1,-0.67,1.72,0.0197,0.0182,0.0118,30
595207,gap,40,0.5,64,-0.985,-0.695,1.74,0.0188,0.0192,0.012,30
600154,gap,40,0.5,64,-1.06,-0.66,1.615,0.01845,0.02005,0.01125,30
606098,gap,40,0.5,64,-1.01,-0.655,1.7,0.0196,0.02005,0.0103,30
610730,gap,40,0.5,64,-1.095,-0.655,1.715,0.01985,0.0211,0.0126,30
615233,gap,40,0.5,64,-1,-0.63,1.775,0.02095,0.02065,0.01175,30
620061,gap,40,0.5,64,-1.035,-0.765,1.51,0.02155,0.0212,0.01135,30
625017,gap,40,0.5,64,-0.935,-0.61,1.96,0.02135,0.0206,0.01265,30
630173,gap,40,0.5,64,-1.09,-0.72,1.545,0.02165,0.0207,0.01095,30
635093,gap,40,0.5,64,-0.965,-0.69,1.76,0.02165,0.01975,0.01535,30
640906,gap,40,0.5,64,-1.025,-0.675,1.805,0.0221,0.0165,0.01,30
645432,gap,40,0.5,64,-1.075,-0.66,1.865,0.02275,0.0146,0.0122,30
650037,gap,40,0.5,64,-1.095,-0.615,1.75,0.02345,0.0127,0.0131,30
655414,gap,40,0.5,64,-1.07,-0.65,1.795,0.0231,0.01055,0.01295,30
660556,gap,40,0.5,64,-1.1,-0.625,1.755,0.02225,0.0096,0.0142,30
665698,gap,40,0.5,64,-1.09,-0.635,1.77,0.0217,0.00925,0.01445,30
670149,gap,40,0.5,64,-1.095,-0.655,1.72,0.0215,0.0098,0.0132,30
675067,gap,40,0.5,64,-1.065,-0.66,1.705,0.0217,0.01115,0.01375,30
680088,gap,40,0.5,64,-1.08,-0.685,1.735,0.0218,0.0129,0.01315,30
685028,gap,40,0.5,64,-1.07,-0.66,1.69,0.02225,0.01515,0.01245,30
690061,gap,40,0.5,64,-1.03,-0.68,1.745,0.02225,0.0168,0.01255,30
695663,gap,40,0.5,64,-1.04,-0.675,1.68,0.02195,0.0185,0.0124,30
700019,gap,40,0.5,64,-1.04,-0.68,1.705,0.02175,0.01905,0.0123,30
705040,gap,40,0.5,64,-1.025,-0.67,1.73,0.0216,0.01895,0.01225,30
710021,gap,40,0.5,64,-1.06,-0.68,1.69,0.02145,0.01845,0.01195,30
715102,gap,40,0.5,64,-1.04,-0.665,1.72,0.02135,0.01755,0.01225,30
720021,gap,40,0.5,64,-1.07,-0.665,1.745,0.02135,0.0161,0.01225,30
725037,gap,40,0.5,64,-1.055,-0.665,1.71,0.0222,0.01475,0.0125,30
730042,gap,40,0.5,64,-1.07,-0.67,1.73,0.02265,0.01365,0.01265,30
735001,gap,40,0.5,64,-1.055,-0.685,1.705,0.02295,0.0131,0.0129,30
740026,gap,40,0.5,64,-1.075,-0.685,1.72,0.02265,0.01315,0.01275,30
745033,gap,40,0.5,64,-1.055,-0.685,1.73,0.0221,0.0134,0.01295,30
750003,gap,40,0.5,64,-1.055,-0.68,1.7,0.02155,0.0139,0.01295,30
755039,gap,40,0.5,64,-1.045,-0.66,1.715,0.0212,0.01455,0.01275,30
760003,gap,40,0.5,64,-1.045,-0.65,1.71,0.0208,0.0154,0.01255,30
765015,gap,40,0.5,64,-1.045,-0.685,1.705,0.02085,0.01635,0.01255,30
770041,gap,40,0.5,64,-1.055,-0.665,1.73,0.0209,0.0169,0.01235,30
775042,gap,40,0.5,64,-1.055,-0.66,1.705,0.02115,0.01705,0.0125,30
780034,gap,40,0.5,64,-1.045,-0.665,1.715,0.02145,0.0169,0.01245,30
785032,gap,40,0.5,64,-1.04,-0.67,1.725,0.02165,0.0166,0.0125,30
790029,gap,40,0.5,64,-1.04,-0.66,1.72,0.022,0.0163,0.01265,30
795065,gap,40,0.5,64,-1.045,-0.685,1.73,0.02215,0.01575,0.0127,30
800011,gap,40,0.5,64,-1.05,-0.68,1.72,0.02195,0.01525,0.0128,30
805043,gap,40,0.5,64,-1.045,-0.67,1.715,0.0217,0.01465,0.01265,30
810022,gap,40,0.5,64,-1.06,-0.675,1.71,0.0213,0.0141,0.0129,30
815038,gap,40,0.5,64,-1.075,-0.655,1.71,0.02105,0.0141,0.0129,30
820872,gap,40,0.5,64,-1.05,-0.66,1.715,0.02075,0.01435,0.01275,30
825026,gap,40,0.5,64,-1.045,-0.68,1.725,0.0208,0.0146,0.0129,30
830014,gap,40,0.5,64,-1.045,-0.67,1.72,0.0209,0.015,0.01275,30
835977,gap,40,0.5,64,-1.05,-0.67,1.72,0.0212,0.0152,0.01265,30
840015,gap,40,0.5,64,-1.055,-0.67,1.73,0.02155,0.0154,0.0127,30
845846,gap,40,0.5,64,-1.04,-0.665,1.73,0.0219,0.01565,0.0126,30
850065,gap,40,0.5,64,-1.065,-0.665,1.73,0.0221,0.0157,0.01255,30
855026,gap,40,0.5,64,-1.045,-0.685,1.72,0.0221,0.01575,0.01265,30
860010,gap,40,0.5,64,-1.05,-0.665,1.72,0.0219,0.01565,0.0124,30
865038,gap,40,0.5,64,-1.05,-0.655,1.72,0.0214,0.0156,0.0127,30
870878,gap,40,0.5,64,-1.05,-0.67,1.73,0.0212,0.01555,0.01265,30
875018,gap,40,0.5,64,-1.065,-0.66,1.72,0.02105,0.01535,0.01265,30
880954,gap,40,0.5,64,-1.07,-0.66,1.715,0.0211,0.01535,0.01275,30
885898,gap,40,0.5,64,-1.06,-0.66,1.71,0.0214,0.0151,0.01275,30
890039,gap,40,0.5,64,-1.055,-0.67,1.73,0.02155,0.01455,0.01295,30
895937,gap,40,0.5,64,-1.08,-0.665,1.715,0.02185,0.01395,0.01295,30
900960,gap,40,0.5,64,-1.055,-0.66,1.72,0.02195,0.0136,0.0129,30
905057,gap,40,0.5,64,-1.07,-0.68,1.72,0.02195,0.0135,0.01295,30
910956,gap,40,0.5,64,-1.07,-0.655,1.71,0.0218,0.0136,0.01305,30
915148,gap,40,0.5,64,-1.06,-0.67,1.725,0.02165,0.01385,0.0128,30
920015,gap,40,0.5,64,-1.06,-0.675,1.715,0.02145,0.0142,0.0128,30
925023,gap,40,0.5,64,-1.06,-0.665,1.695,0.0214,0.01485,0.0127,30
930842,gap,40,0.5,64,-1.04,-0.68,1.73,0.0215,0.01565,0.01255,30
935496,gap,40,0.5,64,-1.05,-0.67,1.71,0.0215,0.0164,0.0125,30
940153,gap,40,0.5,64,-1.07,-0.685,1.715,0.0214,0.01725,0.0124,30
945033,gap,40,0.5,64,-1.04,-0.68,1.725,0.02135,0.0176,0.01225,30
950004,gap,40,0.5,64,-1.04,-0.675,1.7,0.0213,0.0177,0.01245,30
955010,gap,40,0.5,64,-1.05,-0.67,1.725,0.0212,0.01745,0.0123,30
960418,gap,40,0.5,64,-1.04,-0.655,1.715,0.0213,0.01685,0.01245,30
965014,gap,40,0.5,64,-1.06,-0.675,1.71,0.0213,0.01605,0.01265,30
970009,gap,40,0.5,64,-1.075,-0.67,1.705,0.02125,0.0151,0.01275,30
975006,gap,40,0.5,64,-1.06,-0.66,1.69,0.02135,0.0142,0.01275,30
980140,gap,40,0.5,64,-1.055,-0.665,1.705,0.02125,0.0136,0.0129,30
985122,gap,40,0.5,64,-1.06,-0.65,1.72,0.02135,0.0134,0.01295,30
990002,gap,40,0.5,64,-1.055,-0.68,1.705,0.0215,0.01395,0.01275,30
995062,gap,40,0.5,64,-1.045,-0.675,1.725,0.0215,0.0147,0.0127,30
1000027,gap,40,0.5,64,-1.06,-0.67,1.72,0.0214,0.0158,0.0125,0
1005037,gap,40,0.5,64,-1.06,-0.665,1.71,0.0214,0.0167,0.0124,0
1010001,gap,40,0.5,64,-1.045,-0.665,1.73,0.02135,0.01735,0.0122,0
1015170,gap,40,0.5,64,-1.05,-0.68,1.7,0.0213,0.01795,0.0122,0
1020031,gap,40,0.5,64,-1.035,-0.675,1.76,0.0213,0.0179,0.01245,0
1025037,gap,40,0.5,64,-1.055,-0.71,1.72,0.02165,0.01765,0.01265,0
1030010,gap,40,0.5,64,-1.045,-0.67,1.68,0.0217,0.0169,0.01255,0
1035254,gap,40,0.5,64,-0.98,-0.65,2.01,0.02205,0.01435,0.0127,0
1040017,gap,40,0.5,64,-1.015,-0.715,1.825,0.0239,0.012,0.01455,0
1045029,gap,40,0.5,64,-1.115,-0.64,1.72,0.02575,0.0091,0.0152,0
1050041,gap,40,0.5,64,-1.11,-0.68,1.865,0.02585,0.006,0.01255,0
1055004,gap,40,0.5,64,-1.145,-0.685,1.73,0.02605,0.0053,0.01405,0
1060016,gap,40,0.5,64,-1.175,-0.71,1.66,0.0247,0.00585,0.01315,0
1065041,gap,40,0.5,64,-1.155,-0.705,1.6,0.023,0.00825,0.01205,0
1070139,gap,40,0.5,64,-1.175,-0.66,1.64,0.0222,0.01125,0.01105,0
1075029,gap,40,0.5,64,-1.085,-0.635,1.74,0.0214,0.0152,0.0113,0
1080021,gap,40,0.5,64,-0.95,-0.61,1.885,0.02075,0.01895,0.0115,0
1085004,gap,40,0.5,64,-0.95,-0.745,1.575,0.0224,0.0232,0.0143,0
1090001,gap,40,0.5,64,-1.08,-0.725,1.51,0.0232,0.026,0.0122,0
1095012,gap,40,0.5,64,-0.965,-0.69,1.785,0.02315,0.0246,0.00825,0
1100017,gap,40,0.5,64,-1.095,-0.78,1.47,0.0247,0.02455,0.01295,0
1105010,gap,40,0.5,64,-0.97,-0.635,1.85,0.02435,0.021,0.01015,0
1110008,gap,40,0.5,64,-0.96,-0.715,1.92,0.02365,0.01725,0.01035,0
1115009,gap,40,0.5,64,-1.06,-0.655,1.73,0.0234,0.01545,0.01245,0
1120009,gap,40,0.5,64,-1.105,-0.68,1.695,0.0228,0.0131,0.01635,0
1125008,gap,40,0.5,64,-0.62,-0.525,2.185,0.0224,0.00115,0.0421,0
1130027,gap,40,0.5,64,-0.64,-0.31,2.71,0.02285,-0.04305,0.05335,0
1135023,gap,40,0.5,64,-1.31,-0.245,2.71,0.0322,-0.12485,0.0553,0
1140031,gap,40,0.5,64,-2.22,-0.31,2.34,0.0519,-0.212,0.0564,0
1145088,gap,40,0.5,64,-3.005,-0.555,1.675,0.0751,-0.28,0.04645,0
1150001,gap,40,0.5,64,-3.17,-0.645,1.395,0.0796,-0.3032,0.05265,0
1155012,gap,40,0.5,64,-2.88,-0.595,1.585,0.0666,-0.27715,0.0527,0
1160766,gap,40,0.5,64,-2.465,-0.44,1.55,0.03845,-0.1938,0.03775,0
1165128,gap,40,0.5,64,-1.845,-0.44,1.635,0.01465,-0.111,0.03015,0
1170983,gap,40,0.5,64,-1.03,-0.465,1.67,-0.0064,0.0112,0.0135,0
1175036,gap,40,0.5,64,-0.625,-0.62,1.65,-0.0057,0.0908,0.00165,0
1180826,gap,40,0.5,64,0,-0.84,1.64,0.0017,0.18855,-0.0121,0
1185142,gap,40,0.5,64,0.305,-0.89,1.745,0.0071,0.23305,-0.01635,0
1190024,gap,40,0.5,64,0.445,-0.925,1.8,0.01155,0.2526,-0.0205,0
1195026,gap,40,0.5,64,0.36,-0.925,1.83,0.01395,0.2356,-0.0166,0
1200017,gap,40,0.5,64,0.01,-0.875,1.835,0.01535,0.1846,-0.0091,0
1206038,gap,40,0.5,64,-0.555,-0.775,1.78,0.01655,0.1,0.0026,0
1210021,gap,40,0.5,64,-0.96,-0.68,1.77,0.01635,0.037,0.0105,0
1215008,gap,40,0.5,64,-1.355,-0.575,1.705,0.0141,-0.024,0.01735,0
1221024,gap,40,0.5,64,-1.645,-0.49,1.655,0.0129,-0.07765,0.0266,0
1225148,gap,40,0.5,64,-1.84,-0.45,1.72,0.01735,-0.10715,0.0268,0
1230667,gap,40,0.5,64,-1.925,-0.545,1.635,0.03205,-0.1224,0.0304,0
1235034,gap,40,0.5,64,-1.885,-0.61,1.64,0.0405,-0.1163,0.0307,0
1240634,gap,40,0.5,64,-1.75,-0.685,1.585,0.04255,-0.0889,0.0256,0
1245017,gap,40,0.5,64,-1.54,-0.69,1.575,0.03725,-0.0597,0.0229,0
1250004,gap,40,0.5,64,-1.25,-0.655,1.685,0.0262,-0.0195,0.0175,0
1255028,gap,40,0.5,64,-0.995,-0.68,1.68,0.01795,0.022,0.01195,0
1260727,gap,40,0.5,64,-0.755,-0.735,1.645,0.01325,0.0648,0.006,0
1265359,gap,40,0.5,64,-0.585,-0.67,1.765,0.0099,0.0906,0.0025,0
1270011,gap,40,0.5,64,-0.48,-0.71,1.745,0.00885,0.10835,-0.0004,0
1278082,gap,40,0.5,64,-0.495,-0.715,1.81,0.0139,0.1026,0.00065,0
1280998,gap,40,0.5,64,-0.54,-0.755,1.855,0.0167,0.0935,0.0017,0
1285143,gap,40,0.5,64,-0.655,-0.75,1.805,0.02205,0.0751,0.0048,0
1290011,gap,40,0.5,64,-0.84,-0.76,1.77,0.0266,0.04905,0.008,0
1295965,gap,40,0.5,64,-1.075,-0.695,1.7,0.0275,0.01575,0.01255,0
1300103,gap,40,0.5,64,-1.205,-0.67,1.7,0.02465,-0.00655,0.01505,0
1305051,gap,40,0.5,64,-1.315,-0.635,1.67,0.0217,-0.02735,0.01825,0
1310001,gap,40,0.5,64,-1.395,-0.585,1.685,0.0204,-0.04125,0.0202,0
1315529,gap,40,0.5,64,-1.465,-0.615,1.575,0.0216,-0.0448,0.0205,0
1320177,gap,40,0.5,64,-1.44,-0.64,1.58,0.024,-0.04025,0.0185,0
1325052,gap,40,0.5,64,-1.345,-0.665,1.57,0.0256,-0.02895,0.0184,0
1330014,gap,40,0.5,64,-1.275,-0.64,1.635,0.02585,-0.0147,0.01565,0
1335043,gap,40,0.5,64,-1.12,-0.665,1.705,0.02445,0.00225,0.0142,0
1340037,gap,40,0.5,64,-0.985,-0.675,1.77,0.02265,0.0213,0.0116,0
1345048,gap,40,0.5,64,-0.885,-0.685,1.77,0.02105,0.04015,0.00965,0
1350233,gap,40,0.5,64,-0.805,-0.705,1.78,0.01875,0.0547,0.00755,0
1355033,gap,40,0.5,64,-0.765,-0.69,1.795,0.01715,0.0626,0.006,0
1360000,gap,40,0.5,64,-0.77,-0.7,1.75,0.0165,0.06285,0.0057,0
1365015,gap,40,0.5,64,-0.785,-0.71,1.795,0.01775,0.05655,0.0072,0
1370876,gap,40,0.5,64,-0.875,-0.7,1.76,0.02125,0.04405,0.009,0
1375031,gap,40,0.5,64,-0.94,-0.705,1.725,0.0243,0.03295,0.0099,0
1381015,gap,40,0.5,64,-1.075,-0.73,1.675,0.0259,0.0149,0.01265,0
1385069,gap,40,0.5,64,-1.16,-0.65,1.665,0.0249,0.0012,0.01435,0
1390022,gap,40,0.5,64,-1.23,-0.645,1.65,0.02185,-0.01405,0.0165,0
1395058,gap,40,0.5,64,-1.305,-0.595,1.685,0.01935,-0.02395,0.01785,0
1400963,gap,40,0.5,64,-1.33,-0.59,1.645,0.0183,-0.0264,0.01845,0
1406038,gap,40,0.5,64,-1.305,-0.61,1.655,0.0189,-0.02155,0.01745,0
1410186,gap,40,0.5,64,-1.26,-0.61,1.69,0.01955,-0.0137,0.0162,0
1415055,gap,40,0.5,64,-1.18,-0.635,1.695,0.0209,-0.0014,0.01485,0
1420071,gap,40,0.5,64,-1.045,-0.665,1.75,0.0221,0.01315,0.01315,0
1425143,gap,40,0.5,64,-0.965,-0.705,1.755,0.02335,0.0288,0.01105,0
1430834,gap,40,0.5,64,-0.855,-0.745,1.77,0.02365,0.0462,0.0089,0
1435606,gap,40,0.5,64,-0.815,-0.745,1.75,0.02315,0.05585,0.0075,0
1440250,gap,40,0.5,64,-0.785,-0.75,1.745,0.02165,0.05845,0.0071,0
1445200,gap,40,0.5,64,-0.805,-0.71,1.72,0.019,0.0545,0.00745,0
1450059,gap,40,0.5,64,-0.86,-0.67,1.72,0.01675,0.04365,0.0089,0
1455048,gap,40,0.5,64,-0.98,-0.665,1.7,0.01615,0.0294,0.01085,0
1460033,gap,40,0.5,64,-1.06,-0.64,1.67,0.01705,0.01435,0.0127,0
1465038,gap,40,0.5,64,-1.15,-0.65,1.665,0.0188,0.0005,0.0145,0
1470017,gap,40,0.5,64,-1.25,-0.62,1.645,0.0209,-0.0114,0.0162,0
1475031,gap,40,0.5,64,-1.29,-0.62,1.675,0.02295,-0.02005,0.0174,0
1480027,gap,40,0.5,64,-1.305,-0.65,1.71,0.0246,-0.02265,0.0179,0
1485013,gap,40,0.5,64,-1.28,-0.665,1.7,0.02585,-0.01815,0.0174,0
1490007,gap,40,0.5,64,-1.2,-0.685,1.715,0.02565,-0.0073,0.0158,0
1495047,gap,40,0.5,64,-1.13,-0.67,1.705,0.0239,0.00685,0.0139,0
1500015,gap,40,0.5,64,-1.025,-0.675,1.705,0.0211,0.0212,0.0119,0
1505014,gap,40,0.5,64,-0.92,-0.67,1.735,0.0179,0.0343,0.01025,0
1510038,gap,40,0.5,64,-0.86,-0.695,1.75,0.0163,0.04455,0.0088,0
1515017,gap,40,0.5,64,-0.81,-0.7,1.735,0.0166,0.05095,0.008,0
1520042,gap,40,0.5,64,-0.825,-0.7,1.71,0.01835,0.05165,0.0078,0
1525005,gap,40,0.5,64,-0.865,-0.705,1.705,0.02045,0.04545,0.0087,0
