time_s,fz_lp_N,state
5.002577,-0.23440949301848404,meas
5.007692,-0.1979361570349922,meas
5.012656,-0.1662321634687184,meas
5.017646,-0.14254287085172748,meas
5.022615,-0.12824532326726815,meas
5.028354,-0.12298827341905076,meas
5.032589,-0.12505419492410605,meas
5.038431,-0.13174721456271812,meas
5.042574999999999,-0.1397532042277527,meas
5.048571,-0.14569194657227363,meas
5.052703,-0.1468918943846636,meas
5.057973,-0.1420251699256621,meas
5.062711,-0.13123403321274948,meas
5.06854,-0.11581803221753648,meas
5.072607,-0.09780847041758108,meas
5.078507,-0.07951659402644996,meas
5.082579,-0.06305619812885263,meas
5.089296,-0.05006156150849197,meas
5.0933779999999995,-0.04162798226635451,meas
5.097601,-0.0382076464754867,meas
5.103356,-0.039503718690186096,meas
5.107584,-0.044609792225137744,meas
5.1125869999999995,-0.05228082452773369,meas
5.118334,-0.06113296552478655,meas
5.12338,-0.06977436476646419,meas
5.127592,-0.07692729276260567,meas
5.133437,-0.08167110176339007,meas
5.137707,-0.08374543638265244,meas
5.142621,-0.08360120539266747,meas
5.151438,-0.08215458381886502,meas
5.154557,-0.08046992424187029,meas
5.157635,-0.07948954047772128,meas
5.1635219999999995,-0.07979161042854452,meas
5.167711,-0.08140248064849047,meas
5.173147999999999,-0.08377466328549352,meas
5.178561,-0.08597432224347118,meas
5.182926,-0.08697920807360729,meas
5.188276999999999,-0.08598504884065938,meas
5.19356,-0.0827102912884468,meas
5.198175,-0.07758644569718867,meas
5.203449,-0.07158789759033952,meas
5.208540999999999,-0.06572909978557816,meas
5.2130019999999995,-0.060733596971287704,meas
5.2176,-0.05713633886703096,meas
5.222605,-0.055403382936109656,meas
5.228479,-0.05583069888478208,meas
5.232722,-0.058393705263052716,meas
5.237877,-0.06265205878815386,meas
5.244263999999999,-0.06781402036044838,meas
5.247987999999999,-0.07297077684080336,meas
5.252624,-0.07728146165001296,meas
5.257695,-0.07999463979374503,meas
5.2626219999999995,-0.08045272840576545,meas
5.267608999999999,-0.07815594533508845,meas
5.27278,-0.07281986539095116,meas
5.277761,-0.06445643078221486,meas
5.282705,-0.053499702300072824,meas
5.287679,-0.04083118920061395,meas
5.293398,-0.027624925434888665,meas
5.298443,-0.015161182669197087,meas
5.302639999999999,-0.0046199370317557735,meas
5.307675,0.003220521682245272,meas
5.31257,0.008157866014741808,meas
5.318458,0.010472285544207639,meas
5.322655999999999,0.01070595393737111,meas
5.327608,0.009436136243623251,meas
5.332641,0.007100416604689797,meas
5.337571,0.003938190941025156,meas
5.343207,7.571612155084103e-05,meas
5.347626,-0.004370551468717409,meas
5.35265,-0.009299689684422236,meas
5.357826,-0.014663773884371857,meas
5.363607,-0.02042801788635016,meas
5.367602,-0.026419741342819027,meas
5.372663,-0.03222423948670339,meas
5.377713,-0.03736526481240549,meas
5.382675,-0.04147514131048993,meas
5.388203,-0.044153923490434364,meas
5.3926419999999995,-0.0449803474252023,meas
5.397584,-0.04380725028282857,meas
5.402786,-0.040826212527573284,meas
5.4078029999999995,-0.036408855198377194,meas
5.4128609999999995,-0.03101876438794229,meas
5.417826,-0.02514994039682559,meas
5.422898,-0.01924033321431216,meas
5.427595,-0.013621862435888591,meas
5.432691999999999,-0.008543584688016118,meas
5.437844999999999,-0.004208049317222473,meas
5.443023,-0.0007365344358437436,meas
5.447988,0.0018759097137342918,meas
5.453288,0.0037349793279694526,meas
5.457719,0.004992087454435139,meas
5.462618,0.005809230555694961,meas
5.467661,0.00633298854080811,meas
5.472683,0.006651046597301008,meas
5.477695,0.006767656965407907,meas
5.482625,0.006660070171661932,meas
5.4878409999999995,0.006362240480344058,meas
5.492659,0.005978293581494076,meas
5.4975819999999995,0.0056253477650740485,meas
5.502651999999999,0.005364577533685798,meas
5.507917,0.005163640355559144,meas
5.512713,0.004899458802999346,meas
5.517710999999999,0.004407947727182386,meas
