time_shifted,theta12_deg,q_deg
-2.1885166666666667,-1.8986313428867496,24.28990312175111
-2.171833333333333,-1.905647522213796,24.298580363165627
-2.15515,-1.914985196882987,24.319142217370597
-2.138466666666667,-1.925105810212178,24.32276049255119
-2.121783333333333,-1.897169669948579,24.286008376176007
-2.1051,-1.914038413509562,24.304797158069434
-2.0884166666666664,-1.9008677326230157,24.292826305189692
-2.0717333333333334,-1.8799710258347355,24.274280173205568
-2.0550499999999996,-1.8782111148969218,24.275527240632677
-2.0383666666666667,-1.8825453668033196,24.280585827366494
-2.0216833333333337,-1.8808330112148466,24.258565972414495
-2.005,-1.8843266955837132,24.259330809046602
-1.988316666666667,-1.888016341800601,24.27302345018859
-1.9716333333333331,-1.8909964367083907,24.281356060484384
-1.9549500000000002,-1.8867442523206,24.281556590317784
-1.9382666666666664,-1.8927214306475701,24.288020923693388
-1.9215833333333334,-1.8966999821422958,24.2835878758505
-1.9048999999999996,-1.8991320531127533,24.288189422468896
-1.8882166666666667,-1.9015922296896435,24.288585368857326
-1.8715333333333337,-1.8975485501802567,24.284964432482447
-1.8548499999999999,-1.8975473238543092,24.297160191930892
-1.838166666666667,-1.9013652453508845,24.298570764535704
-1.8214833333333331,-1.8950151836570397,24.29309713647862
-1.8048000000000002,-1.8871793094009448,24.275796489069684
-1.7881166666666664,-1.8907962274819732,24.279090004006008
-1.7714333333333334,-1.8792672628564784,24.267656789025487
-1.7547499999999996,-1.890765198926336,24.27887836842728
-1.7380666666666666,-1.8819308667009522,24.274838353441368
-1.7213833333333328,-1.8861490629713582,24.27933765070091
-1.7046999999999999,-1.8774340028445922,24.267037785464247
-1.688016666666666,-1.87522019796421,24.267726360060024
-1.6713333333333331,-1.8760163643025716,24.26603915079587
-1.6546500000000002,-1.8773949726488295,24.279207894354073
-1.6379666666666663,-1.8862518934628725,24.286754973254247
-1.6212833333333334,-1.8770713298815762,24.280943422591704
-1.6045999999999996,-1.8762881331342323,24.27622550107852
-1.5879166666666666,-1.8682368159271063,24.26645667441877
-1.5712333333333337,-1.8700392742921002,24.26769780414873
-1.5545499999999999,-1.8711790694458983,24.269023558761184
-1.537866666666666,-1.8723665966403924,24.266669978052605
-1.521183333333333,-1.8722900153493536,24.267970751586034
-1.5045000000000002,-1.8842094864064385,24.283201940432427
-1.4878166666666663,-1.8844324169579472,24.28328701192362
-1.4711333333333334,-1.8607766257225142,24.258062749464372
-1.4544499999999996,-1.8698252397668733,24.272797458040387
-1.4377666666666666,-1.8713123686144646,24.273179974987826
-1.4210833333333337,-1.8773080146215102,24.280375879137146
-1.4043999999999999,-1.8723520281134016,24.270812443430223
-1.387716666666666,-1.8708966900491881,24.269463022537657
-1.371033333333333,-1.8669450834734578,24.267008635983956
-1.3543500000000002,-1.8669478620130668,24.267097476524427
-1.3376666666666663,-1.8609672463579774,24.26294082236555
-1.3209833333333334,-1.8573233821484905,24.256786309826246
-1.3042999999999996,-1.8715764725312745,24.270619672774224
-1.2876166666666666,-1.8672577572595384,24.267947369620757
-1.2709333333333337,-1.8848793318645252,24.28312183465527
-1.2542499999999999,-1.8722727222558115,24.272760697515025
-1.237566666666666,-1.866532047983804,24.267660602255447
-1.220883333333333,-1.8745525407242798,24.276670092740986
-1.2042000000000002,-1.8643246514801883,24.270499647158104
-1.1875166666666663,-1.8566474741294283,24.26239853605314
-1.1708333333333334,-1.8621227337010422,24.2681173456063
-1.1541499999999996,-1.864163236144182,24.27291488099476
-1.1374666666666666,-1.8626292246709188,24.272360751843827
-1.1207833333333337,-1.8581194961821204,24.266405748861843
-1.1040999999999999,-1.86535276723523,24.27155386364167
-1.087416666666666,-1.8655755075521248,24.267604843148973
-1.070733333333333,-1.8695863810697255,24.27380104280094
-1.0540500000000002,-1.8574117988608307,24.260879785221974
-1.0373666666666663,-1.8520742274469157,24.253196083380445
-1.0206833333333334,-1.8638690847605008,24.269539673785083
-1.0039999999999996,-1.8584844525620292,24.265031787579424
-0.9873166666666666,-1.8489119220973431,24.25461012523305
-0.9706333333333332,-1.8496409339499598,24.253417626225797
-0.9539499999999999,-1.8718198806492388,24.277372585264537
-0.9372666666666665,-1.8595896938587053,24.267119375155744
-0.9205833333333331,-1.8578845336732148,24.26622102371676
-0.9039000000000001,-1.8588223892536682,24.265401359989703
-0.8872166666666663,-1.8520102599713173,24.26343289157697
-0.8705333333333334,-1.8556719201837553,24.25860149947637
-0.8538499999999996,-1.8440180150240089,24.244472868363403
-0.8371666666666666,-1.852551268917449,24.256120906032443
-0.8204833333333332,-1.8600113958398188,24.265227970322442
-0.8037999999999998,-1.8600008735574374,24.266938097144866
-0.7871166666666665,-1.8488990809402444,24.258077843519956
-0.7704333333333331,-1.842869649007334,24.252942043229496
-0.7537500000000001,-1.8423931647104441,24.25124602735226
-0.7370666666666663,-1.8403428528846126,24.248788021390986
-0.7203833333333334,-1.8402192040460306,24.251690657743758
-0.7036999999999995,-1.858951034304859,24.27296254980127
-0.6870166666666666,-1.8513446105705778,24.26369869395461
-0.6703333333333332,-1.8700309773398718,24.28363703489333
-0.6536499999999998,-1.8651372118631255,24.27986338942584
-0.6369666666666665,-1.8519807767798875,24.267653631345418
-0.6202833333333331,-1.8625523390276242,24.27705943714959
-0.6036000000000001,-1.848469066968038,24.264780703541085
-0.5869166666666663,-1.8595755331082238,24.2814502761874
-0.5702333333333334,-1.8446271446590505,24.25850018862088
-0.5535499999999995,-1.84981357065408,24.264133001292542
-0.5368666666666666,-1.848787079524847,24.262835655123013
-0.5201833333333332,-1.855152964607275,24.27076942789858
-0.5034999999999998,-1.8658700068882481,24.28607570952164
-0.48681666666666645,-1.8673551297967472,24.28720957983961
-0.47013333333333307,-1.8647483065915451,24.284318518100974
-0.45345000000000013,-1.8529354826701905,24.272564895781905
-0.4367666666666663,-1.857422418082912,24.27632865998134
-0.42008333333333336,-1.857840126555632,24.274468896357632
-0.40339999999999954,-1.848808400972329,24.265123841791187
-0.3867166666666666,-1.843682207305545,24.25912339195142
-0.3700333333333332,-1.8533655039354395,24.27289958516642
-0.35334999999999983,-1.8482680404664862,24.272511291339683
-0.33666666666666645,-1.8466737967223739,24.26253855181104
-0.31998333333333306,-1.8500803454164452,24.268262583643995
-0.3033000000000001,-1.8544382603708212,24.275418714275595
-0.2866166666666663,-1.8476024166121479,24.26827539001129
-0.26993333333333336,-1.852986228517343,24.271675933275517
-0.25324999999999953,-1.8471084952257022,24.265589320120384
-0.2365666666666666,-1.836201838780681,24.254573689671446
-0.21988333333333365,-1.8459572377639142,24.26419269137879
-0.20319999999999983,-1.8451697437133772,24.265495781606838
-0.18651666666666689,-1.8341802395476092,24.253104574146334
-0.1698333333333335,-1.8351407091532073,24.251929233987767
-0.15315000000000012,-1.8343554899034942,24.252239855375315
-0.13646666666666674,-1.8305789311847362,24.2481168304081
-0.11978333333333335,-1.840802963101191,24.262611156723835
-0.10309999999999997,-1.8395916417340903,24.260869652829278
-0.08641666666666659,-1.8272714736714915,24.249629129928095
-0.06973333333333365,-1.8321849428098314,24.251291226726977
-0.053050000000000264,-1.8392652112982866,24.258517766791414
-0.03636666666666688,-1.8388517686196064,24.25809949414694
-0.019683333333333497,-1.8489580009671707,24.272668749886165
-0.0030000000000001137,-1.849627453100632,24.271185461399682
0.01368333333333327,-1.8392594294063453,24.260322105918505
0.030366666666666653,-1.8464107493524657,24.27270305431916
0.047050000000000036,-1.8398178097857183,24.267167693971217
0.06373333333333342,-1.846736832766919,24.273761337615966
0.08041666666666636,-1.8505172085723003,24.272412103147857
0.09709999999999974,-1.838298408668218,24.263931415387574
0.11378333333333313,-1.8351027845074832,24.258846300168265
0.1304666666666665,-1.840187487650945,24.263693460862818
0.1471499999999999,-1.847771857140582,24.275389199393537
0.16383333333333328,-1.8449426552255517,24.271178978552364
0.18051666666666666,-1.8259110912013148,24.2494427689673
0.19720000000000004,-1.8401968048850856,24.265735591602898
0.21388333333333343,-1.8341948935904673,24.262111814401678
0.23056666666666636,-1.8355287727671334,24.26029086773802
0.24724999999999975,-1.8345745599064507,24.255042400746312
0.26393333333333313,-1.8296172313698156,24.251621475434497
0.2806166666666665,-1.8214713927295005,24.243983488943314
0.2972999999999999,-1.8402366061209667,24.268426378035493
0.3139833333333333,-1.8317030936320542,24.258266995167773
0.33066666666666666,-1.8404407229084017,24.2690411563217
0.34735000000000005,-1.8408842401050003,24.26689029098373
0.36403333333333343,-1.8445563241621497,24.27256891995468
0.38071666666666637,-1.8345004770667839,24.262082377924308
0.39739999999999975,-1.837200438103466,24.264399676973774
0.41408333333333314,-1.842911507870518,24.270254953308445
0.4307666666666665,-1.8318617028764275,24.262743966763573
0.4474499999999999,-1.834411732217066,24.265653852257337
0.4641333333333333,-1.8221383257863972,24.250315645502354
0.48081666666666667,-1.8250028468539279,24.252032400913038
0.49750000000000005,-1.8282181910780333,24.253956522380726
0.5141833333333334,-1.8365568619685788,24.26214434861994
0.5308666666666668,-1.837391385639382,24.265123177587057
0.5475499999999998,-1.8351312223090088,24.26064223908709
0.5642333333333331,-1.8279059205252193,24.253430801454968
0.5809166666666665,-1.828733871882705,24.254831614113662
0.5975999999999999,-1.392120050073686,23.605456056286933
0.6142833333333333,0.7285894547404094,20.458394926683695
0.6309666666666667,4.017035791394029,15.42319878897343
0.6476500000000001,8.0149414445144,9.125953686365186
0.6643333333333334,12.512817060834392,1.8398264500693458
0.6810166666666668,17.312383824174574,-6.140511760887904
0.6976999999999998,21.628560450092042,-13.345461948806406
0.7143833333333331,24.20296701528608,-17.54453685548604
0.7310666666666665,25.66031579130719,-19.697546592672513
0.7477499999999999,26.264772753243133,-20.338106397693267
0.7644333333333333,26.53404937571881,-20.370544208895634
0.7811166666666667,26.682395621302526,-20.184835215319346
0.7978000000000001,26.795221224130213,-19.8524381919645
0.8144833333333334,26.850229331423662,-19.387691446752964
0.8311666666666668,26.860607392332536,-18.819993239557473
0.8478499999999998,26.857015328001253,-18.232199414334342
0.8645333333333332,26.840030453151524,-17.653089307405825
0.8812166666666665,26.842184494907066,-17.088904163548044
0.8979000000000004,26.84205647595464,-16.5101735783169
0.9145833333333333,26.84197332580113,-15.907776520134295
0.9312666666666667,26.846881156072445,-15.297048802979585
0.9479500000000001,26.848915113211,-14.702141630855913
0.9646333333333335,26.855593514145703,-14.139974781152262
0.9813166666666668,26.85810517669856,-13.597105659335856
0.9979999999999998,26.84762556876634,-13.016660212416795
1.0146833333333332,26.84518501824773,-12.432667569982488
1.0313666666666665,26.836039672476367,-11.827385888961672
1.0480500000000004,26.836795172841857,-11.212199175337812
1.0647333333333333,26.842390225152528,-10.583840440983558
1.0814166666666667,26.820219393817126,-9.878079522523137
1.0981,26.449676732391232,-8.555010298519498
1.1147833333333335,24.429109325884987,-4.395445001824854
1.1314666666666668,21.184433943291477,1.7930996487087434
1.1481499999999998,17.27404022156255,8.941132726586375
1.1648333333333332,12.8998467521996,16.627719603267863
1.1815166666666665,8.284722993014642,24.27853920771559
1.1982000000000004,4.524536415900454,27.519686790151447
1.2148833333333333,1.5012435389364431,24.66436357187498
1.2315666666666667,-0.21791323897773346,23.479271723261903
1.24825,-1.557006252989282,23.253977767060988
1.2649333333333335,-1.8564903072415968,20.325945325752848
1.2816166666666668,-1.67448312083505,16.11843365063529
1.2982999999999998,-1.6535287578220677,13.042917625372965
1.3149833333333332,-1.9010474768799575,11.46459938642959
1.3316666666666666,-2.183469580360512,10.136793609069933
1.3483500000000004,-2.1875849590119056,8.060257415412536
1.3650333333333333,-2.0336174145450454,5.697347202964892
1.3817166666666667,-1.9317979304774977,3.739786666413785
1.3984,-2.0101680749651085,2.417379301860933
1.4150833333333335,-2.0911995408319997,1.3022352339250673
1.4317666666666664,-2.1010473692915457,0.048442563681565076
1.4484499999999993,-2.0312840600326445,-1.354106167269915
1.4651333333333332,-1.9371897785474579,-2.6085395097179465
1.4818166666666666,-2.0181271759618626,-3.4029477831599877
1.4985000000000004,-2.1124362841756534,-4.015002580773359
